smiles,MinAbsEStateIndex,BalabanJ,Chi3n,Chi3v,SMR_VSA3,SMR_VSA5,SMR_VSA7,SlogP_VSA10,SlogP_VSA11,SlogP_VSA3,SlogP_VSA4,EState_VSA2,EState_VSA6,EState_VSA9,VSA_EState3,VSA_EState8,VSA_EState9,FractionCSP3,NumHDonors,fr_Al_OH_noTert,fr_benzene,fr_imide,fr_unbrch_alkane,value
*CCCCCOCO*,0.1051161344167296,2.6476048489438337,0.8720084679281461,0.8720084679281461,0.0,26.186202068468653,0.0,0.0,0.0,9.843390348640757,0.0,0.0,6.923737199690624,9.843390348640757,4.988486079617032,3.0166242283950613,0.0,1.0,0,0,0,0,2,3.06
*CCOC(=O)NCCOCCOCCNC(=O)O*,0.3086281244358215,3.130180123606886,1.6366393037132516,1.6366393037132516,10.633577208012662,6.923737199690624,0.0,9.589074368143644,0.0,19.31711625624085,0.0,12.18648014187683,0.0,14.210588861400147,9.788648886514627,4.164068293044167,0.0,0.8,2,0,0,0,0,3.53
*c1ccc(-c2nc3cc4nc(*)oc4cc3o2)cc1,0.0186794463219426,1.912951970395641,2.7560371003289346,2.7560371003289346,9.967957041894415,0.0,36.39820241076966,0.0,0.0,0.0,0.0,0.0,0.0,8.834301874106695,0.0,0.0,0.0,0.0,0,0,2,0,0,5.68
*Sc1ccc(*)cc1,0.4362962962962963,2.881555877646136,0.6876496096143718,0.9598151365902804,0.0,4.895483475517775,24.26546827384644,0.0,0.0,0.0,0.0,0.0,6.06636706846161,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,4.15
*CCOC(=O)CCCCC(=O)O*,0.1085874643067099,3.2674643165825263,1.2748513913879471,1.2748513913879471,0.0,32.60702369139466,0.0,0.0,0.0,19.432464716784395,0.0,11.9386105759037,0.0,9.843390348640757,4.725302203258101,1.7025260071251234,0.0,0.75,0,0,0,0,1,3.25
*CCOC(=O)CCCCCCC(=O)O*,0.0464300767240879,3.201364976875434,1.7748513913879471,1.7748513913879471,0.0,45.448666937246685,0.0,0.0,0.0,19.432464716784395,0.0,11.9386105759037,0.0,9.843390348640757,4.782133007525809,1.7549680687093274,0.0,0.8,0,0,0,0,3,3.16
*CCOC(=O)c1ccc(C(=O)O*)cc1,0.2941312128361188,2.706325568943869,1.5894611216143304,1.5894611216143304,0.0,6.923737199690624,35.392371257240434,0.0,0.0,9.843390348640757,0.0,11.9386105759037,24.26546827384644,9.843390348640757,4.804654055109953,1.563473427760044,0.0,0.2,0,0,1,0,0,3.82
*CCCCOC(=O)c1ccc(C(=O)O*)cc1,0.3005896834680199,2.511191897655054,1.9837986889117365,1.9837986889117365,0.0,19.765380445542643,35.392371257240434,0.0,0.0,9.843390348640757,0.0,11.9386105759037,24.26546827384644,9.843390348640757,4.829203612002168,1.8305235195015208,0.0,0.3333333333333333,0,0,1,0,1,3.59
*CC(=O)O*,0.0648148148148151,2.9881608821342693,0.0,0.0,0.0,6.923737199690624,0.0,0.0,0.0,9.901064578912528,0.0,5.969305287951849,0.0,0.0,4.572916666666667,0.7812499999999999,0.0,0.5,0,0,0,0,0,3.99
*CCCCCC(=O)O*,0.0445776643990933,2.9617756061821483,0.8809008405285682,0.8809008405285682,0.0,32.60702369139466,0.0,0.0,0.0,9.901064578912528,0.0,5.969305287951849,0.0,5.106527394840706,4.757101048752834,1.4751216458805745,0.0,0.8333333333333334,0,0,0,0,2,3.12
*CCC(=O)O*,0.0509259259259262,3.002590528674132,0.2041241452319314,0.2041241452319314,0.0,13.344558822616634,0.0,0.0,0.0,9.901064578912528,0.0,5.969305287951849,0.0,0.0,4.641666666666667,1.1577314814814814,0.0,0.6666666666666666,0,0,0,0,0,3.39
*Oc1ccc(CC(*)=O)cc1,0.0172874149659865,2.709147824373649,1.1996447988905226,1.1996447988905226,0.0,6.4208216229260096,29.82891976554344,0.0,5.749511833283905,11.21535880699783,0.0,0.0,0.0,5.106527394840706,5.254845521541951,0.0,0.0,0.125,0,0,1,0,0,3.52
*Cc1ccc(C(=O)O*)cc1,0.1484315948601657,2.843524062030637,1.1896380335841157,1.1896380335841157,0.0,6.923737199690624,35.392371257240434,0.0,0.0,12.03026459453133,0.0,5.969305287951849,0.0,5.106527394840706,4.836452900604686,1.25317720143613,0.0,0.125,0,0,1,0,0,4.03
*CCC(=O)N*,0.1246759259259259,3.002590528674132,0.2270620726159657,0.2270620726159657,5.733667477162185,13.344558822616634,0.0,0.0,0.0,4.794537184071822,0.0,0.0,0.0,0.0,0.0,1.2202314814814814,0.0,0.6666666666666666,1,0,0,0,0,3.61
*CCCCCCC(=O)N*,0.0865976158982111,2.9549874302986416,1.1538387679126023,1.1538387679126023,5.733667477162185,39.02784531432067,0.0,0.0,0.0,4.794537184071822,0.0,0.0,0.0,0.0,0.0,1.526208978961955,0.0,0.8571428571428571,1,0,0,0,3,3.34
*CC(=O)N*,0.1446759259259259,2.9881608821342693,0.0,0.0,5.733667477162185,6.923737199690624,0.0,0.0,0.0,4.794537184071822,0.0,0.0,0.0,0.0,0.0,0.8923611111111109,0.0,0.5,1,0,0,0,0,4.01
*Nc1cccc(C(*)=O)c1,0.1685185185185185,3.0058892189147386,0.9804222102882484,0.9804222102882484,0.0,0.0,29.82891976554344,5.687386274683562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0,0,4.43
*Cc1ccc(C(=O)N*)cc1,0.0227142384731671,2.843524062030637,1.2161244706837644,1.2161244706837644,5.733667477162185,6.923737199690624,35.392371257240434,0.0,0.0,6.923737199690624,0.0,5.907179729351506,0.0,0.0,0.0,1.273585364701436,0.0,0.125,1,0,1,0,0,3.96
*CCCCCOC(=O)Nc1ccc(C)c(NC(=O)O*)c1,0.4404991817841124,2.491395918965853,2.5981955649294863,2.5981955649294863,0.0,33.10993926815928,23.762552697081823,20.963846917510768,0.0,9.843390348640757,6.923737199690624,0.0,12.13273413692322,9.843390348640757,10.129143218324456,3.7163956065207246,0.0,0.4285714285714285,2,0,1,0,2,3.72
*CCCCCCN1C(=O)c2ccc(C(=O)c3ccc4c(c3)C(=O)N(*)C4=O)cc2C1=O,0.2436626826656589,1.5436899499958234,5.310262406557256,5.310262406557256,10.216698334856808,32.60702369139466,69.77891136095164,0.0,0.0,0.0,0.0,51.66576983055894,0.0,0.0,1.2624499979466517,1.7685302614930145,0.0,0.2608695652173913,0,0,2,2,3,3.79
*OC(=O)c1ccc(C(*)=O)cc1,0.2484174225245656,2.9340419411151166,1.2384535700530246,1.2384535700530246,0.0,0.0,35.392371257240434,0.0,0.0,5.106527394840706,0.0,12.255465811081404,24.26546827384644,5.106527394840706,4.7783640400604686,0.0,0.0,0.0,0,0,1,0,0,5.0
*CCCCCOC(=O)O*,0.2884023841017888,2.9549874302986416,0.8642507701111299,0.8642507701111299,0.0,26.186202068468653,0.0,4.794537184071822,0.0,9.843390348640757,0.0,0.0,0.0,4.736862953800049,4.557930524061477,2.00164879377677,0.0,0.8333333333333334,0,0,0,0,2,3.09
*Oc1ccc(OC(*)=O)cc1,0.0536649659863943,2.709147824373649,0.9832501699667509,0.9832501699667509,0.0,0.0,24.26546827384644,4.794537184071822,11.49902366656781,0.0,0.0,6.472220864716464,12.13273413692322,9.843390348640757,5.199289965986394,-0.0536649659863943,0.0,0.0,0,0,1,0,0,3.95
*CCCN*,0.5181944444444444,2.3390923149762908,0.1767766952966368,0.1767766952966368,5.733667477162185,13.344558822616634,0.0,0.0,0.0,0.0,0.0,0.0,6.923737199690624,0.0,0.0,2.919305555555556,0.0,1.0,1,0,0,0,0,3.03
*Oc1ccc(C(=O)c2ccc(*)cc2)cc1,0.0830498866213158,2.268204423334219,2.0969271840644508,2.0969271840644508,0.0,0.0,59.65783953108687,0.0,5.749511833283905,0.0,0.0,5.783244946364939,0.0,5.106527394840706,5.317318847878913,0.0,0.0,0.0,0,0,2,0,0,4.32
*c1ccc(*)cc1,0.4594444444444444,3.0324555320336755,0.5515668461264174,0.5515668461264174,0.0,0.0,24.26546827384644,0.0,0.0,0.0,0.0,0.0,12.13273413692322,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,4.48
*CCc1ccc(-c2ccc(*)cc2)cc1,0.3514969153154579,2.238556210452561,2.2941777539098296,2.2941777539098296,0.0,13.344558822616634,54.09438803938988,0.0,0.0,6.4208216229260096,0.0,0.0,6.06636706846161,0.0,0.0,1.4704453770335806,0.0,0.1428571428571428,0,0,2,0,0,3.58
*OC1C(CO)OC(*)C(O)C1O,0.149537037037037,2.686091484209442,1.6256742665476047,1.6256742665476047,0.0,31.02274751550613,0.0,0.0,0.0,9.843390348640757,0.0,13.213763929025836,0.0,14.94991774348146,33.31856481481482,-0.3592129629629632,0.0,1.0,3,3,0,0,0,3.78
*Cc1ccc(CO*)cc1,0.1208042800453513,2.664537066654608,1.1896380335841157,1.1896380335841157,0.0,13.530619164203545,35.392371257240434,0.0,0.0,18.637146559044247,0.0,0.0,0.0,5.106527394840706,5.267008456160242,2.2138669217687075,0.0,0.25,0,0,1,0,0,3.47
*CCOCCOC(=O)O*,0.3243981481481484,2.9549874302986416,0.59192167074187,0.59192167074187,0.0,6.923737199690624,0.0,4.794537184071822,0.0,14.580253302440804,0.0,0.0,0.0,4.736862953800049,4.50237496850592,2.884131550768456,0.0,0.8,0,0,0,0,0,3.32
*CCC(O*)(C(F)(F)F)C(F)(F)F,0.0190277777777778,5.208377949667092,1.26788231518466,1.26788231518466,0.0,31.298206668487268,0.0,26.34249028604892,0.0,5.106527394840706,0.0,6.923737199690624,0.0,0.0,3.947222222222222,0.0190277777777778,0.0,1.0,0,0,0,0,0,3.05
*Oc1ccc(-c2ccc(C(*)=O)cc2)cc1,0.0459823680007664,2.2938665692343942,2.1904009192718807,2.1904009192718807,0.0,0.0,54.09438803938988,0.0,5.749511833283905,0.0,0.0,0.0,0.0,5.106527394840706,5.369228031101227,0.0,0.0,0.0,0,0,2,0,0,4.1
*Nc1ccc(*)cc1,0.3274074074074073,2.881555877646136,0.7182335127930841,0.7182335127930841,0.0,0.0,24.26546827384644,5.687386274683562,0.0,0.0,0.0,0.0,6.06636706846161,0.0,0.0,0.0,0.0,0.0,1,0,1,0,0,5.52
*c1cccc(*)n1,0.3558333333333333,3.077660437970554,0.4706207331034419,0.4706207331034419,4.9839785209472085,0.0,18.19910120538483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,4.35
*CC(CC(CC(CC(*)c1ccccc1)c1ccccc1)c1ccccc1)c1ccccc1,0.2126672405009346,1.6247455096935708,6.388645902935892,6.388645902935892,0.0,50.36074182987885,143.58114733602022,0.0,0.0,0.0,0.0,0.0,11.126902983393991,0.0,0.0,1.4327511162612172,0.0,0.25,0,0,4,0,0,2.71
*c1ccc2oc(-c3ccc4nc(*)oc4c3)nc2c1,0.0104492485061569,1.903109728238475,2.760519920408656,2.760519920408656,9.967957041894415,0.0,36.39820241076966,0.0,0.0,0.0,0.0,0.0,0.0,8.834301874106695,0.0,0.0,0.0,0.0,0,0,2,0,0,4.77
*Cc1ccc(C*)cc1,0.5672033257747544,2.7972512629697874,1.0229713669174492,1.0229713669174492,0.0,13.847474399381248,35.392371257240434,0.0,0.0,13.847474399381248,0.0,0.0,11.126902983393991,0.0,0.0,2.8265192743764174,0.0,0.25,0,0,1,0,0,3.97
*CCCOC(=O)CCCCCCCCOC(=O)CCCOC(=O)CCCCCCCCOC(*)=O,0.0140835170505437,3.355753816996534,5.170189559482608,5.170189559482608,0.0,116.07770478943284,0.0,4.794537184071822,0.0,33.33106336741566,0.0,37.40784031601094,0.0,18.9474518152002,0.0,3.1212828905609227,0.0,0.8461538461538461,0,0,0,0,10,3.05
*CC(CC(CC(*)c1ccccn1)c1ccccn1)c1ccccn1,0.1698494583018392,1.815127381006223,4.0804053196374985,4.0804053196374985,14.951935562841626,38.02201416079144,90.26961831553912,0.0,0.0,0.0,0.0,0.0,0.0,4.9839785209472085,0.0,1.352069712144117,0.0,0.2857142857142857,0,0,0,0,0,3.19
*Oc1ccc(-c2ccc(-c3ccc(*)s3)s2)s1,0.0026371159370797,1.933629767577347,2.1446694684285608,5.297925641797731,0.0,0.0,36.39820241076966,0.0,5.0632075352882095,0.0,0.0,0.0,16.716848648400653,5.106527394840706,8.197712670276253,0.0,0.0,0.0,0,0,0,0,0,5.59
*C(=S)Oc1ccc(-c2ccc(*)s2)s1,0.0351355557655161,2.2334160860502,1.4380812703613377,3.476976584064968,0.0,0.0,24.26546827384644,0.0,5.0632075352882095,0.0,0.0,0.0,16.716848648400653,16.954736396846744,2.535470311581423,0.0,0.0,0.0,0,0,0,0,0,5.88
*Oc1ccc(C(=S)c2ccc(*)s2)s1,0.0160917684975223,2.276791863299917,1.5005553451758311,3.91024147077806,0.0,0.0,34.01976266124904,0.0,5.0632075352882095,0.0,0.0,0.0,16.716848648400653,17.324400837887403,7.99100626207273,0.0,0.0,0.0,0,0,0,0,0,4.89
*C(=S)OC(=S)c1ccc(*)s1,0.0006802721088434,2.716322890255734,0.8071804298327694,2.118294753351251,0.0,0.0,17.00988133062452,0.0,0.0,4.736862953800049,0.0,0.0,11.336785877934735,29.17260983989344,2.066029856387,0.0,0.0,0.0,0,0,0,0,0,6.22
*Oc1ccc(Oc2ccc(*)s2)s1,0.0125959257159653,2.102852645102257,1.204843062801114,2.6372453042106296,0.0,0.0,24.26546827384644,0.0,15.189622605864628,0.0,0.0,0.0,22.673571755869474,9.843390348640757,9.79150985239775,0.0,0.0,0.0,0,0,0,0,0,3.9
*OC(=S)Oc1ccc(*)s1,0.13359693877551,2.5725016835725403,0.6309008405285687,1.3887686278999931,0.0,0.0,12.13273413692322,0.0,5.0632075352882095,5.106527394840706,0.0,0.0,11.336785877934735,22.06126379168745,7.586570294784581,0.0,0.0,0.0,0,0,0,0,0,4.48
*c1ccc(-c2ccc(-c3ccc(-c4ccc(*)s4)s3)s2)cc1,0.3131502453585231,1.6419110975860638,3.172077099316744,6.579764272364057,0.0,0.0,60.6636706846161,0.0,0.0,0.0,0.0,0.0,11.446429838927523,0.0,1.6233713997408985,0.0,0.0,0.0,0,0,1,0,0,8.85
*Oc1ccc(-c2ccc(-c3ccc(*)cc3)s2)s1,0.0116882331700152,1.9221115935676476,2.432938051227949,4.642931031276396,0.0,0.0,48.53093654769288,0.0,5.0632075352882095,0.0,0.0,0.0,17.403152946396347,5.106527394840706,6.579011155974991,0.0,0.0,0.0,0,0,1,0,0,5.17
*c1ccc(-c2ccc(-c3ccc(-c4ccc(*)s4)cc3)s2)cc1,0.3073743632689547,1.6117237982135977,3.53431464580815,5.56334321958544,0.0,0.0,72.79640482153933,0.0,0.0,0.0,0.0,0.0,11.446429838927523,0.0,1.610993498429396,0.0,0.0,0.0,0,0,2,0,0,4.25
*C(=S)c1ccc(-c2ccc(-c3ccc(*)cc3)s2)cc1,0.1355877828960647,1.9045869153723525,2.89601638248112,4.315115096271024,0.0,0.0,66.2271221763131,0.0,0.0,0.0,0.0,0.0,6.06636706846161,12.217873443046695,1.193948642262204,0.0,0.0,0.0,0,0,2,0,0,5.87
*Oc1ccc(-c2ccc(-c3ccc(*)cc3)s2)cc1,0.0264492541409722,1.9054977594361533,2.747581349104649,3.9309778024990383,0.0,0.0,60.6636706846161,0.0,5.749511833283905,0.0,0.0,0.0,6.06636706846161,5.106527394840706,5.45008662377488,0.0,0.0,0.0,0,0,2,0,0,4.91
*c1ccc(-c2ccc(C(=S)c3ccc(*)s3)s2)cc1,0.293358063126281,1.9004614026509123,2.5279629760640128,5.192080101344387,0.0,0.0,58.28523093509548,0.0,0.0,0.0,0.0,0.0,11.446429838927523,12.217873443046695,1.560337196607038,0.0,0.0,0.0,0,0,1,0,0,9.09
*c1ccc(-c2ccc(Oc3ccc(*)s3)s2)cc1,0.2940988038670217,1.8091044533290097,2.2322506936892954,3.91908393477696,0.0,0.0,48.53093654769288,0.0,10.12641507057642,0.0,0.0,0.0,28.739938824331084,4.736862953800049,3.5372410136894272,0.0,0.0,0.0,0,0,1,0,0,5.22
*C(=S)Oc1ccc(-c2ccc(*)cc2)s1,0.0217494960947343,2.241169311999731,1.726349853160727,2.8219819735436324,0.0,0.0,36.39820241076966,0.0,5.0632075352882095,0.0,0.0,0.0,11.336785877934735,16.954736396846744,0.9281944444444444,0.0,0.0,0.0,0,0,1,0,0,5.67
*Oc1ccc(-c2ccc(-c3ccc(*)cc3)cc2)s1,0.0201686261490345,1.8875486952644676,2.802324467521599,3.7312899212378383,0.0,0.0,60.6636706846161,0.0,5.0632075352882095,0.0,0.0,0.0,17.403152946396347,5.106527394840706,6.559924717963172,0.0,0.0,0.0,0,0,2,0,0,5.01
*c1ccc(-c2ccc(-c3ccc(-c4ccc(*)s4)cc3)cc2)cc1,0.3015399670104512,1.5827738736289825,3.910849931904041,4.7564820522869455,0.0,0.0,84.92913895846256,0.0,0.0,0.0,0.0,0.0,11.446429838927523,0.0,1.606472024716454,0.0,0.0,0.0,0,0,3,0,0,5.39
*C(=S)c1ccc(-c2ccc(-c3ccc(*)cc3)cc2)cc1,0.1285967667432033,1.872001422146861,3.27255166857701,3.5082539289725263,0.0,0.0,78.35985631323634,0.0,0.0,0.0,0.0,0.0,6.06636706846161,12.217873443046695,1.1868325727903652,0.0,0.0,0.0,0,0,3,0,0,4.57
*Oc1ccc(-c2ccc(-c3ccc(*)cc3)cc2)cc1,0.0334402702938336,1.8726978379111328,3.1241166352005405,3.1241166352005405,0.0,0.0,72.79640482153933,0.0,5.749511833283905,0.0,0.0,0.0,6.06636706846161,5.106527394840706,5.446722443947788,0.0,0.0,0.0,0,0,3,0,0,3.87
*OC(=S)c1ccc(-c2ccc(*)cc2)cc1,0.1171860717044699,2.28940133813224,2.172169285981684,2.407871546377199,0.0,0.0,54.09438803938988,0.0,0.0,5.106527394840706,0.0,0.0,0.0,17.324400837887403,5.9365771623158,0.0,0.0,0.0,0,0,2,0,0,4.56
*C(=S)c1ccc(C(=S)c2ccc(*)cc2)s1,0.1325592088687327,2.301131634516727,1.9108024600777045,3.862927652754725,0.0,0.0,51.71594828986925,0.0,0.0,0.0,0.0,0.0,11.336785877934735,24.43574688609339,1.1840334467120184,0.0,0.0,0.0,0,0,1,0,0,6.78
*Oc1ccc(C(=S)c2ccc(*)cc2)s1,0.0294778281683041,2.2762854936030408,1.7855539070814863,3.2677658969447823,0.0,0.0,46.83880109616796,0.0,5.0632075352882095,0.0,0.0,0.0,11.336785877934735,17.324400837887403,6.435358245149912,0.0,0.0,0.0,0,0,1,0,0,4.54
*C(=S)c1ccc(C(=S)c2ccc(*)cc2)cc1,0.1235546690362705,2.284394871094497,2.2453622174409213,2.9524689986274693,0.0,0.0,65.22129102278387,0.0,0.0,0.0,0.0,0.0,0.0,24.43574688609339,1.163638788593695,0.0,0.0,0.0,0,0,2,0,0,3.8
*Oc1ccc(C(=S)c2ccc(*)cc2)cc1,0.0384823680007664,2.268204423334219,2.0969271840644508,2.568331704855483,0.0,0.0,59.65783953108687,0.0,5.749511833283905,0.0,0.0,0.0,0.0,17.324400837887403,5.385346058763266,0.0,0.0,0.0,0,0,2,0,0,4.95
*C(=S)OC(=S)c1ccc(*)cc1,0.0225292894935751,2.776706823371711,1.0883001428299164,1.490669069892099,0.0,0.0,29.82891976554344,0.0,0.0,4.736862953800049,0.0,0.0,0.0,29.17260983989344,0.5277777777777783,0.0,0.0,0.0,0,0,1,0,0,5.52
*Oc1ccc(Oc2ccc(*)cc2)s1,0.0259819853867471,2.1084339600840583,1.462776295418009,2.2206440827894327,0.0,0.0,36.39820241076966,0.0,15.875926903860323,0.0,0.0,0.0,11.336785877934735,9.843390348640757,7.2357229465860415,0.0,0.0,0.0,0,0,1,0,0,3.82
*c1ccc(OC(=S)c2ccc(*)s2)cc1,0.279064310909549,2.1031673189661504,1.571014502978232,2.798795493163381,0.0,0.0,41.27534960447096,0.0,5.749511833283905,0.0,0.0,0.0,11.336785877934735,16.954736396846744,2.104490740740741,0.0,0.0,0.0,0,0,1,0,0,5.49
*OC(=S)Oc1ccc(*)cc1,0.1554459561602417,2.6449316670687724,0.8888340731454631,0.9721674064787964,0.0,0.0,24.26546827384644,0.0,5.749511833283905,5.106527394840706,0.0,5.236688001925443,0.0,22.06126379168745,5.228555130385487,0.0,0.0,0.0,0,0,1,0,0,4.1
*Cc1ccc(-c2ccc(-c3ccc(*)s3)s2)s1,0.3600074553339344,1.933629767577347,2.2249813338643785,5.439241741197621,0.0,6.923737199690624,41.27534960447096,0.0,0.0,6.923737199690624,0.0,0.0,10.257209964167211,0.0,1.6372856192395335,1.3902271493103924,0.0,0.0769230769230769,0,0,0,0,0,4.39
*Cc1ccc(-c2ccc(C(*)=S)s2)s1,0.1935649722852103,2.3233777830440703,1.6110908387718046,4.097570255919898,0.0,6.923737199690624,34.01976266124904,0.0,0.0,6.923737199690624,0.0,0.0,4.877147193701299,12.217873443046695,1.247087453808684,1.3824735187284791,0.0,0.1,0,0,0,0,0,5.34
*Cc1ccc(-c2ccc(O*)s2)s1,0.0315279352481732,2.2919551642465743,1.4858422857755866,3.5024085001099565,0.0,6.923737199690624,29.14261546754774,0.0,5.0632075352882095,6.923737199690624,0.0,0.0,16.213933071636035,5.106527394840706,6.539885361552027,1.380576656588561,0.0,0.1111111111111111,0,0,0,0,0,4.19
*Cc1ccc(-c2ccc(-c3ccc(*)s3)cc2)s1,0.3481976346298135,1.8980389987950737,2.5872188803557865,4.422820688419002,0.0,6.923737199690624,53.40808374139418,0.0,0.0,6.923737199690624,0.0,0.0,10.257209964167211,0.0,1.6226119783695545,1.379188933544543,0.0,0.0666666666666666,0,0,1,0,0,3.91
*Cc1ccc(-c2ccc(C(*)=S)cc2)s1,0.1716170372469975,2.303615435117306,1.9489206170287563,3.174592565104584,0.0,6.923737199690624,46.83880109616796,0.0,0.0,6.923737199690624,0.0,0.0,4.877147193701299,12.217873443046695,1.2109044574619974,1.372893019862266,0.0,0.0833333333333333,0,0,1,0,0,4.8
*Cc1ccc(-c2ccc(O*)cc2)s1,0.0095800002099604,2.2828348805536858,1.8004855836522864,2.790455271332598,0.0,6.923737199690624,41.27534960447096,0.0,5.749511833283905,6.923737199690624,0.0,0.0,4.877147193701299,5.106527394840706,5.394826467624087,1.3719259416729654,0.0,0.0909090909090909,0,0,1,0,0,4.05
*Cc1ccc(Cc2ccc(*)s2)s1,0.4173149722852103,2.102852645102257,1.5930559081068127,3.330479319336695,0.0,13.344558822616634,38.89690985495034,0.0,0.0,13.344558822616634,0.0,0.0,20.01150435156981,0.0,1.6718559723272026,1.4231938145628622,0.0,0.2,0,0,0,0,0,3.65
*Cc1ccc(CC(*)=S)s1,0.3099811035525321,2.6495075543905027,0.9637066946253404,2.0489247511863904,0.0,13.344558822616634,21.88702852432582,0.0,0.0,13.344558822616634,0.0,0.0,4.877147193701299,12.217873443046695,1.348651738473167,1.4104308390022675,0.0,0.2857142857142857,0,0,0,0,0,3.57
*Cc1ccc(C(=O)c2ccc(*)s2)s1,0.2324074074074074,2.276791863299917,1.5808672106116484,3.315855309782434,0.0,6.923737199690624,38.89690985495034,0.0,0.0,6.923737199690624,0.0,5.783244946364939,22.673571755869474,0.0,1.4481059723272027,1.2637493701184177,0.0,0.1,0,0,0,0,0,4.69
*Cc1ccc(C(=O)C(*)=S)s1,0.0835374149659864,2.8897596494816566,0.9781412652037044,2.1031995043870992,0.0,6.923737199690624,21.88702852432582,0.0,0.0,6.923737199690624,0.0,5.783244946364939,11.336785877934735,12.217873443046695,0.714392479213908,1.250986394557823,0.0,0.1428571428571428,0,0,0,0,0,4.34
*Cc1ccc(C(=O)O*)s1,0.1021296296296294,2.799121632357869,0.8628359740379143,1.7837700679893775,0.0,6.923737199690624,21.88702852432582,0.0,0.0,12.03026459453133,0.0,5.969305287951849,11.336785877934735,5.106527394840706,4.835974111866969,1.244278155706727,0.0,0.1666666666666666,0,0,0,0,0,4.17
*Cc1ccc(C(=S)c2ccc(*)s2)s1,0.3365742315444696,2.276791863299917,1.5808672106116484,4.05155757017795,0.0,6.923737199690624,38.89690985495034,0.0,0.0,6.923737199690624,0.0,0.0,5.380062770465915,12.217873443046695,1.581439305660536,1.3563419627110105,0.0,0.1,0,0,0,0,0,4.36
*Cc1ccc(C(=S)O*)s1,0.0372411186696901,2.799121632357869,0.8628359740379143,2.151621198187136,0.0,6.923737199690624,21.88702852432582,0.0,0.0,12.03026459453133,0.0,0.0,11.336785877934735,17.324400837887403,5.937548185941044,1.3368707482993196,0.0,0.1666666666666666,0,0,0,0,0,4.71
