smiles,MolWt,HeavyAtomMolWt,ExactMolWt,Chi0,Chi3v,Chi4v,HallKierAlpha,SMR_VSA10,SMR_VSA3,SMR_VSA4,SMR_VSA5,SlogP_VSA3,SlogP_VSA7,SlogP_VSA8,TPSA,EState_VSA2,EState_VSA9,VSA_EState1,VSA_EState6,VSA_EState9,FractionCSP3,NHOHCount,MolLogP,fr_C_O,fr_C_S,fr_NH0,fr_alkyl_halide,fr_ketone_Topliss,fr_piperzine,energy
*C(C)C(*)O,58.080000000000005,52.032,58.041864812,5.154700538379252,0.149071198499986,0.0,-0.04,0.0,0.0,0.0,19.951440787129552,0.0,6.4208216229260096,0.0,20.23,6.606881964512918,5.106527394840706,0.7175925925925927,0.0,0.0,1.0,1,0.2118,0,0,0,0,0,0,7.9156
*C(F)C(*)(F)OC(F)(F)F,148.02999999999997,147.022,147.994755752,9.284457050376174,0.2990117603218244,0.1328279689014601,-0.39,0.0,0.0,0.0,19.39468556840249,4.736862953800049,0.0,0.0,9.23,0.0,0.0,59.294375,0.0,0.0,1.0,0,1.5403,0,0,0,5,0,0,7.802
*CC(*)C(=O)c1ccc(CC)cc1,160.21599999999998,148.11999999999998,160.088815004,10.55204176387779,1.832097266466187,1.0225654815742666,-1.11,5.783244946364939,0.0,0.0,26.689117645233267,6.4208216229260096,13.344558822616634,0.0,17.07,0.0,0.0,0.6077194349962205,8.1822052154195,0.0,0.3636363636363636,0,2.7371000000000008,1,0,0,0,1,0,3.9853
*CC(*)OC(=O)C(F)(F)C(F)(F)C(F)(F)F,240.074,237.04999999999995,240.002126876,14.068914100752346,1.19709861446867,0.4558875875279481,-1.0200000000000005,5.969305287951849,0.0,0.0,31.55197601783617,9.53140013787187,6.923737199690624,0.0,26.3,0.0,0.0,88.16228729686318,0.0,0.0,0.8333333333333334,0,2.2055,1,0,0,7,0,0,6.0228
*CC(*)OC(=O)CC1CCCC1,154.20899999999995,140.09699999999998,154.099379688,9.681798275874712,2.144865861752204,1.591248155112628,-0.53,5.969305287951849,0.0,5.917906046161393,45.6347272788336,9.53140013787187,6.923737199690624,0.0,26.3,5.969305287951849,4.736862953800049,6.072202695893173,0.0,0.0,0.8888888888888888,0,1.9529,1,0,0,0,0,0,6.4741
*CC(*)N1CCCC1=O,111.144,102.07199999999996,111.068413908,7.560477932315068,1.3303902732344697,0.8620384679621469,-0.53,5.907179729351506,4.899909730850478,0.0,26.31013685145522,4.794537184071822,6.923737199690624,0.0,20.31,0.0,0.0,0.9314351851851852,0.0,0.0,0.8333333333333334,0,0.4518,1,0,1,0,0,0,5.5902
*CC(*)C(=O)O,72.06299999999999,68.031,72.021129368,5.861807319565799,0.174620426250861,0.0,-0.53,5.969305287951849,0.0,0.0,13.344558822616634,4.794537184071822,13.344558822616634,0.0,37.3,6.4208216229260096,5.106527394840706,0.4558333333333333,0.0,0.0,0.6666666666666666,1,0.3763999999999999,1,0,0,0,0,0,6.1071
*CC(*)C(=O)OC(C)C,114.14399999999998,104.064,114.06807956,8.146264369941973,0.5185228312386286,0.2804203307853609,-0.53,5.969305287951849,0.0,0.0,33.29599960974618,9.53140013787187,13.344558822616634,0.0,26.3,12.073271675700152,4.736862953800049,5.659554043839759,0.0,0.0,0.8333333333333334,0,1.2434,1,0,0,0,0,0,6.455
*CC(*)C(=O)OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,304.10799999999995,299.0679999999999,304.01458338000003,17.276020881938894,1.7721010782541935,0.7190275537707623,-1.1600000000000006,5.969305287951849,0.0,0.0,37.28844484434384,9.53140013787187,13.344558822616634,0.0,26.3,0.0,0.0,114.7823137912572,0.0,0.0,0.875,0,3.3032000000000004,1,0,0,9,0,0,6.4578
*CC(*)C(=O)OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,454.129,449.089,454.0050027,24.77602088193889,2.955119216339462,1.3105366228133968,-1.580000000000001,5.969305287951849,0.0,0.0,55.056032348627575,9.53140013787187,13.344558822616634,0.0,26.3,6.923737199690624,0.0,195.9746776689312,0.0,0.0,0.9090909090909092,0,5.209100000000001,1,0,0,15,0,0,5.7185
*CC(*)(C)C(=O)OCC,114.14399999999998,104.06399999999998,114.06807956,8.19867061274927,0.6238936285743266,0.2542941687042683,-0.53,5.969305287951849,0.0,0.0,26.689117645233264,9.53140013787187,12.841643245852016,0.0,26.3,11.887211334113244,4.736862953800049,5.447601095993953,0.0,0.0,0.8333333333333334,0,1.245,1,0,0,0,0,0,6.2424
*CC(*)(C)C(=O)Oc1ccccc1,162.188,152.10799999999998,162.06807956,10.604448006685088,1.302215710871673,0.6826901252272345,-1.31,5.969305287951849,0.0,0.0,19.76538044554264,4.794537184071822,12.841643245852016,0.0,26.3,11.887211334113244,4.736862953800049,5.660581853111615,9.34789485701688,0.0,0.3,0,2.2875000000000005,1,0,0,0,0,0,4.8118
*CC(*)(C)C(=O)OCCc1ccccc1,190.242,176.12999999999997,190.099379688,12.018661569058184,1.8151800031811536,1.029456927279434,-1.31,5.969305287951849,0.0,0.0,26.18620206846865,15.95222176079788,12.841643245852016,0.0,26.3,11.887211334113244,4.736862953800049,5.732859245932838,10.168077624185578,0.0,0.4166666666666667,0,2.4678000000000004,1,0,0,0,0,0,4.9946
*CC(*)(C)C(=O)OCC(F)(F)C(F)F,200.131,192.06699999999995,200.046042376,12.276020881938896,1.0634276931075093,0.3479622123910132,-0.8100000000000003,5.969305287951849,0.0,0.0,32.11335435849641,9.53140013787187,12.841643245852016,0.0,26.3,0.0,0.0,52.14346844293273,0.0,0.0,0.8571428571428571,0,2.1255000000000006,1,0,0,4,0,0,5.3983
*CC(*)(C)C(=O)OC(C(F)(F)F)C(F)(F)F,236.1109999999999,230.063,236.027198752,14.068914100752348,1.167939007524857,0.5268378124926283,-0.9500000000000004,5.969305287951849,0.0,0.0,38.221943868177895,9.53140013787187,12.841643245852016,0.0,26.3,0.0,0.0,75.30096371882087,0.0,0.0,0.8571428571428571,0,2.718300000000001,1,0,0,6,0,0,5.3218
*CC(*)(C)C(=O)OC(F)(C(F)(F)F)C(F)(F)F,254.1009999999999,249.06099999999992,254.01777694,14.991563831562722,1.3110114195962483,0.4912913677468178,-1.0200000000000005,5.969305287951849,0.0,0.0,37.972797640762174,9.53140013787187,12.841643245852016,0.0,26.3,6.923737199690624,0.0,87.62355631141345,0.0,0.0,0.8571428571428571,0,3.0155000000000003,1,0,0,7,0,0,6.1125
*CC(*)(C)C(=O)OCCOCC,158.19699999999995,144.08499999999998,158.094294308,10.319990956308914,1.0134131797555574,0.4608273219942878,-0.5700000000000001,5.969305287951849,0.0,0.0,26.689117645233264,14.26826309167192,12.841643245852016,0.0,35.53,11.887211334113244,9.473725907600098,10.61151384164777,0.0,0.0,0.875,0,1.2616,1,0,0,0,0,0,5.9514
*CC(*)C(N)=O,71.079,66.039,71.03711378,5.861807319565799,0.2011844635310912,0.0,-0.53,5.907179729351506,0.0,5.733667477162185,13.344558822616634,4.794537184071822,13.344558822616634,0.0,43.09,5.907179729351506,5.733667477162185,0.6608333333333333,0.0,0.0,0.6666666666666666,2,-0.2229,1,0,0,0,0,0,6.3764
*CC(*)C(=O)OC(CC)CC,142.19799999999998,128.08599999999998,142.099379688,9.560477932315068,1.3601708400327386,0.6677207503028633,-0.53,5.969305287951849,0.0,0.0,46.1376428555982,9.53140013787187,13.344558822616634,0.0,26.3,12.073271675700152,4.736862953800049,5.934284769463341,0.0,0.0,0.875,0,2.0236,1,0,0,0,0,0,6.2722
*CC(*)C(=O)OCF,104.08,99.04,104.02735762,7.276020881938894,0.363480037657877,0.1126943746756832,-0.6000000000000001,5.969305287951849,0.0,0.0,13.344558822616634,9.53140013787187,13.344558822616634,0.0,26.3,12.39012691087786,0.0,15.877685185185186,0.0,0.0,0.75,0,0.762,1,0,0,1,0,0,6.1736
*CC(*)C(=O)OCCCCSC,174.265,160.153,174.071450688,10.104448006685086,1.8507103426002645,1.07294757286921,-0.18,17.731190237342965,0.0,0.0,26.186202068468653,9.53140013787187,13.344558822616634,0.0,26.3,5.969305287951849,4.736862953800049,5.780779639398868,0.0,0.0,0.875,0,1.9782,1,0,0,0,0,0,5.1007
*CC(*)C(=O)OCCCSCC,174.265,160.153,174.071450688,10.104448006685086,2.033723044492484,1.147662195549881,-0.18,17.731190237342965,0.0,0.0,26.689117645233267,9.53140013787187,13.344558822616634,0.0,26.3,5.969305287951849,4.736862953800049,5.774830565324794,0.0,0.0,0.875,0,1.9782,1,0,0,0,0,0,5.1212
*CC(*)C(=O)OCCSCCCC#N,199.27499999999995,186.171,199.066699656,11.518661569058182,2.2486058375631286,1.369230220307175,-0.69,17.731190237342965,0.0,0.0,26.186202068468653,9.53140013787187,13.344558822616634,0.0,50.09,5.969305287951849,9.998754508538536,5.681618804160221,2.11587127502261,0.0,0.7777777777777778,0,1.87198,1,0,1,0,0,0,5.1226
*CC(*)(C)C(=O)OCCC#N,139.15399999999997,130.08199999999997,139.063328528,9.612884175122366,0.7954836053838413,0.3125721056980824,-1.04,5.969305287951849,0.0,0.0,26.18620206846865,9.53140013787187,12.841643245852016,0.0,50.09,18.49409329862616,9.998754508538536,5.295846482111362,1.951328656462585,0.0,0.7142857142857143,0,1.13878,1,0,1,0,0,0,6.2508
*CC(*)C(=O)OCC(F)(F)C(F)(F)OC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,420.1209999999999,415.081,420.00311088,22.983127663125444,2.3604384659598523,0.9652277782845062,-1.4800000000000009,5.969305287951849,0.0,0.0,49.505623863706816,14.26826309167192,13.344558822616634,0.0,35.53,0.0,0.0,169.48117981840213,0.0,0.0,0.9,0,4.505400000000001,1,0,0,13,0,0,6.0236
*CC(*)(C#N)C(=O)OCC,125.12699999999998,118.07099999999998,125.047678464,8.905777393935816,0.6567901969000651,0.2638533233386805,-1.04,5.969305287951849,0.0,0.0,19.76538044554264,9.53140013787187,12.841643245852016,0.0,50.09,5.969305287951849,9.998754508538536,4.717045540438397,2.111759259259259,0.0,0.6666666666666666,0,0.74868,1,0,1,0,0,0,6.1989
*CCC(C(=O)OC)C(*)C(=O)OC,172.17999999999998,160.08399999999995,172.073558864,11.137828201504696,1.3533898181999222,0.652908368705271,-1.06,11.9386105759037,0.0,5.917906046161393,19.765380445542643,19.06280027574374,13.344558822616634,0.0,52.60000000000001,24.2773382449911,4.736862953800049,9.440010865457294,0.0,2.7507459372637943,0.75,0,0.6440999999999999,2,0,0,0,0,0,6.3252
*CC(*)(C#N)C(=O)OC(C)C,139.15399999999997,130.082,139.063328528,9.776020881938894,0.7240986287819402,0.3308491707375656,-1.04,5.969305287951849,0.0,0.0,32.79308403298157,9.53140013787187,12.841643245852016,0.0,50.09,12.073271675700152,9.998754508538536,4.888489229024944,2.1323148148148148,0.0,0.7142857142857143,0,1.13718,1,0,1,0,0,0,5.8301
*C1C(=O)OC(=O)C1*,98.057,96.041,98.000393924,7.016507857945051,0.5566833238403335,0.3032677039723834,-0.8600000000000001,11.9386105759037,0.0,0.0,12.84164324585202,14.325937321943693,12.84164324585202,0.0,43.370000000000005,24.78025382175572,0.0,4.418148148148148,0.0,0.0,0.5,0,-0.2546,2,0,0,0,0,0,6.0081
*CC(*)F,46.044,43.02,46.021878316,4.284457050376173,0.0,0.0,-0.07,0.0,0.0,0.0,13.598328171965532,0.0,6.923737199690624,0.0,0.0,6.674590972274908,0.0,12.087962962962964,0.0,0.0,1.0,0,0.7988999999999999,0,0,0,1,0,0,8.3099
*C(F)C(*)(F)F,82.024,81.016,82.003034692,6.077350269189626,0.0824786098842322,0.0,-0.21,0.0,0.0,0.0,13.100035717134098,0.0,0.0,0.0,0.0,0.0,0.0,33.0625,0.0,0.0,1.0,0,0.9734,0,0,0,3,0,0,6.8451
*CCC(F)(F)C(*)(F)Cl,144.52300000000002,140.491,143.995362468,8.414213562373096,0.8669577641313235,0.1889822365046135,0.0799999999999999,11.600939890232516,0.0,0.0,24.897945208265835,0.0,6.923737199690624,0.0,0.0,6.4208216229260096,11.600939890232516,36.37409722222222,0.0,0.0,1.0,0,2.3908000000000005,0,0,0,4,0,0,7.4828
*CCC(F)(F)C(*)(F)F,128.068,124.03600000000002,128.024913008,8.414213562373096,0.5904700003179685,0.0944911182523067,-0.28,0.0,0.0,0.0,25.692532735570403,0.0,6.923737199690624,0.0,0.0,0.0,0.0,46.99173611111111,0.0,0.0,1.0,0,2.1215,0,0,0,4,0,0,9.1316
*C(F)(F)C1(F)C(F)(F)C(*)(F)C(F)(F)C1(F)F,262.04599999999994,262.04599999999994,261.9840322,15.0,2.071393419027681,1.1370739299507644,-0.7000000000000002,0.0,0.0,0.0,36.03346746339889,0.0,0.0,0.0,0.0,0.0,0.0,124.83916666666666,0.0,0.0,1.0,0,2.9714,0,0,0,10,0,0,6.9544
*CCC(Cl)C(*)Cl,124.998,118.95,123.984655552,6.568914100752346,1.1898261725045085,0.1889822365046136,0.58,23.20187978046503,0.0,0.0,24.6016501357927,0.0,6.923737199690624,0.0,0.0,0.0,23.20187978046503,0.86266975308642,0.0,0.0,1.0,0,2.0657,0,0,0,2,0,0,6.4523
*C=CC(C*)(C(F)(F)F)C(F)(F)F,190.086,186.054,190.021719448,11.621320343559642,1.29620984984397,0.3496965222188993,-0.6800000000000002,0.0,0.0,5.41499046939678,19.27633423457757,0.0,6.923737199690624,0.0,0.0,0.0,0.0,72.58048611111111,0.0,0.0,0.6666666666666666,0,3.128,0,0,0,6,0,0,5.7329
*C=CC(C*)CCC,96.173,84.07699999999998,96.093900384,7.112884175122364,0.9316314734693196,0.4670158567635358,-0.26,0.0,0.0,5.917906046161393,26.689117645233267,0.0,6.923737199690624,0.0,0.0,0.0,0.0,1.2001936885865456,0.0,0.0,0.7142857142857143,0,2.4333,0,0,0,0,0,0,5.7469
*C1C=CC(*)CC1,80.13000000000001,72.06599999999999,80.062600256,5.983127663125442,0.8832766380870201,0.5420350197234279,-0.26,0.0,0.0,0.0,25.68328649170404,0.0,12.84164324585202,0.0,0.0,0.0,0.0,1.2858333333333334,0.0,0.0,0.6666666666666666,0,2.012,0,0,0,0,0,0,5.4843
*C=CC(C)C(*)C(=O)OCCCC,168.23599999999996,152.10799999999998,168.115029752,10.974691494688164,1.4447476047994037,0.6354168443194728,-0.79,5.969305287951849,0.0,5.917906046161393,33.10993926815928,9.53140013787187,6.4208216229260096,0.0,26.3,12.39012691087786,4.736862953800049,5.616833247570531,0.0,0.0,0.7,0,2.3666,1,0,0,0,0,0,5.4974
*CO*,30.026,28.01,30.010564684,3.414213562373095,0.0,0.0,-0.04,0.0,0.0,0.0,0.0,5.106527394840706,0.0,0.0,9.23,0.0,5.106527394840706,0.9166666666666666,0.0,1.1805555555555556,1.0,0,-0.0258999999999999,0,0,0,0,0,0,8.7732
*OC(*)CCC#N,83.09,78.05,83.03711378,6.405777393935816,0.3739920963701538,0.1234752875356692,-0.55,0.0,0.0,0.0,19.44852521036493,5.106527394840706,0.0,0.0,33.02,0.0,10.368418949579192,0.4961999244142103,2.120694444444444,0.0,0.75,0,0.6464799999999999,0,0,1,0,0,0,6.9611
*CCO*,44.053,40.021,44.026214748,4.121320343559642,0.0,0.0,-0.04,0.0,0.0,0.0,6.923737199690624,5.106527394840706,6.923737199690624,0.0,9.23,0.0,5.106527394840706,0.9513888888888888,0.0,0.0,1.0,0,0.4349,0,0,0,0,0,0,6.2206
*CC(C)O*,58.08,52.032,58.041864812,4.99156383156272,0.0,0.0,-0.04,0.0,0.0,0.0,19.95144078712955,5.106527394840706,6.923737199690624,0.0,9.23,0.0,5.106527394840706,0.863425925925926,0.0,0.0,1.0,0,0.8233999999999999,0,0,0,0,0,0,6.9903
*CC(O*)C(F)(F)F,112.05,109.026,112.013599376,7.49156383156272,0.36508564589935,0.0,-0.25,0.0,0.0,0.0,19.2040021048824,5.106527394840706,6.923737199690624,0.0,9.23,6.923737199690624,0.0,34.30439814814815,0.0,0.0,1.0,0,1.3658,0,0,0,3,0,0,7.4158
*OC(F)(F)C(*)(F)F,116.013,116.013,115.9885275,7.707106781186548,0.2200088178381887,0.0,-0.32,0.0,0.0,0.0,12.534034254540677,5.106527394840706,0.0,0.0,9.23,0.0,0.0,44.39756944444445,0.0,0.0,1.0,0,1.2022,0,0,0,4,0,0,10.1137
*CCCO*,58.08,52.032,58.041864812,4.82842712474619,0.1443375672974064,0.0,-0.04,0.0,0.0,0.0,13.344558822616634,5.106527394840706,6.923737199690624,0.0,9.23,0.0,5.106527394840706,0.9563888888888888,0.0,0.0,1.0,0,0.825,0,0,0,0,0,0,7.4889
*Oc1ccc(Cc2ccc(*)cc2)cc1,182.222,172.14199999999997,182.07316494,11.380468888623982,2.1188692669956835,1.3822705646124973,-1.7599999999999998,6.06636706846161,0.0,0.0,6.4208216229260096,6.4208216229260096,0.0,0.0,9.23,0.0,5.106527394840706,0.3552665908726513,19.105419096395828,0.0,0.0769230769230769,0,2.2951000000000006,0,0,0,0,0,0,4.3787
*CCCCCOCO*,116.16,104.06399999999998,116.083729624,7.656854249492381,0.8720084679281461,0.4398264056274472,-0.08,0.0,0.0,0.0,26.186202068468653,9.843390348640757,6.923737199690624,0.0,18.46,0.0,9.843390348640757,5.959772770219199,0.0,0.0,1.0,0,1.5793,0,0,0,0,0,0,6.8354
*Oc1ccc(SSCCCCCCCCCCSSc2ccc(*)cc2)cc1,436.73300000000006,408.5090000000001,436.102299516,20.572857044049098,8.96444941980165,6.791849724536838,-0.3600000000000002,49.2419589740085,0.0,0.0,61.15753993444363,0.0,0.0,0.0,9.23,0.0,5.106527394840706,0.3611400755498726,19.336208188465136,7.858498382048912,0.4545454545454545,0,8.005900000000006,0,0,0,0,0,0,4.2235
*OC(F)(F)C(F)(F)C(F)(F)C(*)(F)F,216.027,216.027,215.98214038,12.707106781186548,0.9972186128696844,0.301439616753964,-0.6000000000000001,0.0,0.0,0.0,24.37909259072983,5.106527394840706,0.0,0.0,9.23,0.0,0.0,94.25680555555556,0.0,0.0,1.0,0,2.4728,0,0,0,8,0,0,8.7307
*CC(C)CO*,72.107,64.04299999999999,72.057514876,5.698670612749268,0.2845177968644246,0.0,-0.04,0.0,0.0,5.917906046161393,13.847474399381248,5.106527394840706,6.923737199690624,0.0,9.23,0.0,5.106527394840706,0.882824074074074,0.0,0.0,1.0,0,1.071,0,0,0,0,0,0,7.3501
*CCOC(=O)NCCOCCOCCNC(=O)O*,262.26199999999994,244.118,262.116486296,15.05419547499092,1.6366393037132516,0.9162277998576254,-1.54,12.18648014187683,10.633577208012662,0.0,6.923737199690624,19.31711625624085,6.923737199690624,0.0,95.12000000000002,12.18648014187683,14.210588861400147,15.320987853551191,0.0,0.0,0.8,2,-0.0960999999999998,2,0,0,0,0,0,6.4585
*CC1CC1CO*,84.118,76.05399999999999,84.057514876,5.983127663125442,1.2831117687915448,0.5144253651595647,-0.04,0.0,0.0,11.835812092322788,13.344558822616634,5.106527394840706,6.923737199690624,0.0,9.23,0.0,5.106527394840706,0.947824074074074,0.0,0.0,1.0,0,1.071,0,0,0,0,0,0,6.9566
*CCOCCOCCOC(=O)CCCCCC(=O)O*,274.313,252.137,274.141638424,15.76130225617747,2.26886832724424,1.324023571050758,-1.14,11.9386105759037,0.0,0.0,39.02784531432067,28.906190624384493,6.923737199690624,0.0,71.06,11.9386105759037,19.31711625624085,15.799225944542682,0.0,0.0,0.8461538461538461,0,1.4883999999999995,2,0,0,0,0,0,5.5157
*CCOCCOCCOC(=O)CCCCCCC(=O)O*,288.34,264.148,288.157288488,16.46840903736402,2.51886832724424,1.5008002663473947,-1.14,11.9386105759037,0.0,0.0,45.448666937246685,28.906190624384493,6.923737199690624,0.0,71.06,11.9386105759037,19.31711625624085,15.870389018241104,0.0,0.0,0.8571428571428571,0,1.8785,2,0,0,0,0,0,6.184
*CCOCCOC(=O)CCCCS(=O)(=O)CCCCC(=O)O*,336.4060000000001,312.21400000000006,336.12427410799995,18.261302256177466,4.62891066688497,3.1653715433664305,-1.15,21.7758637123212,0.0,0.0,45.448666937246685,34.006580807001946,6.923737199690624,0.0,95.97,36.4720213768362,14.580253302440804,33.91726685574164,0.0,-3.1141043981974588,0.8571428571428571,0,1.2766999999999995,2,0,0,0,0,0,5.7504
*ON(C(F)(F)F)C(F)(C(*)(F)F)C(F)(F)F,249.03199999999995,249.03199999999995,248.9836176,14.284457050376172,1.136222242491016,0.4737342144859889,-0.7100000000000002,0.0,5.063217724965349,0.0,24.69467116446495,5.20725302477729,0.0,0.0,12.47,0.0,0.0,106.70527777777778,0.0,0.0,1.0,0,2.5743,0,0,1,9,0,0,7.0955
*C1(F)OC(C(F)(F)F)(C(F)(F)Cl)OC1(*)F,260.492,260.492,259.94750446,13.914213562373096,1.6163817263818694,0.9299171339529638,-0.28,11.600939890232516,0.0,0.0,30.060592134347377,9.473725907600098,0.0,0.0,18.46,0.0,0.0,93.59150462962964,0.0,0.0,1.0,0,2.4686000000000003,0,0,0,8,0,0,7.8208
*C1OC(C(F)(F)F)(C(F)(F)F)OC1(*)F,226.047,225.039,225.986476812,12.99156383156272,1.305158826995542,0.7248009827796064,-0.5700000000000001,0.0,0.0,0.0,31.104325889067663,9.473725907600098,0.0,0.0,18.46,0.0,0.0,92.204375,0.0,0.0,1.0,0,1.9021,0,0,0,7,0,0,8.0982
*CS*,46.094,44.078,45.987721064,3.414213562373095,0.0,0.0,0.35,12.628789148012991,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5185185185185186,0.0,0.0,1.0,0,0.6907,0,0,0,0,0,0,4.8805
*CCCCCS*,102.202,92.122,102.05032132,6.242640687119286,0.933012701892219,0.4829629131445339,0.35,12.628789148012991,0.0,0.0,26.186202068468653,0.0,6.923737199690624,0.0,0.0,0.0,0.0,1.398066893424036,0.0,0.0,1.0,0,2.3218000000000005,0,0,0,0,0,0,4.989
*CCCCSCCS*,148.296,136.2,148.038042384,7.656854249492381,2.299038105676657,1.4488887394336016,0.7,24.39067409740411,0.0,0.0,19.765380445542643,0.0,6.923737199690624,0.0,0.0,0.0,0.0,1.3501911165700848,0.0,0.0,1.0,0,2.664900000000001,0,0,0,0,0,0,4.9438
