smiles,BalabanJ,Chi1n,Chi1v,HallKierAlpha,SMR_VSA1,SMR_VSA10,SMR_VSA3,SMR_VSA5,SMR_VSA7,SlogP_VSA1,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA7,VSA_EState2,VSA_EState6,FractionCSP3,NHOHCount,NOCount,NumAromaticCarbocycles,NumHAcceptors,NumRotatableBonds,MolLogP,fr_C_S,fr_diazo,fr_ester,fr_ketone,fr_nitro,fr_quatN,fr_unbrch_alkane,energy
*C=CCCCCCC*,2.7707909042401315,3.241581623797196,3.241581623797196,-0.26,0.0,0.0,0.0,39.02784531432067,12.654955790432378,0.0,0.0,0.0,0.0,6.923737199690624,0.0,0.0,0.75,0,0,0,0,6,2.967500000000001,0,0,0,0,0,0,4,5.8437
*C=CCCCC*,2.7185047751704623,2.241581623797196,2.241581623797196,-0.26,0.0,0.0,0.0,26.186202068468653,12.654955790432378,0.0,0.0,0.0,0.0,6.923737199690624,0.0,0.0,0.6666666666666666,0,0,0,0,4,2.1873000000000005,0,0,0,0,0,0,2,5.7726
*C1CCC1*,2.201597166681044,1.6498299142610593,1.6498299142610593,0.0,0.0,0.0,0.0,25.68328649170404,0.0,0.0,0.0,0.0,0.0,12.84164324585202,0.0,0.0,1.0,0,0,0,0,0,1.4558,0,0,0,0,0,0,0,6.0897
*C=CCCCCC*,2.745810762078874,2.741581623797196,2.741581623797196,-0.26,0.0,0.0,0.0,32.60702369139466,12.654955790432378,0.0,0.0,0.0,0.0,6.923737199690624,0.0,0.0,0.7142857142857143,0,0,0,0,5,2.577400000000001,0,0,0,0,0,0,3,5.8026
*C=CC1CCC(*)C1,2.300181563147137,2.799659828522119,2.799659828522119,-0.26,0.0,0.0,0.0,25.68328649170404,12.654955790432378,0.0,0.0,0.0,5.917906046161393,6.4208216229260096,0.0,0.0,0.7142857142857143,0,0,0,0,1,2.1873000000000005,0,0,0,0,0,0,0,5.4117
*C=CC(C*)C(C)CC,3.7939487055115313,3.1009536313039,3.1009536313039,-0.26,0.0,0.0,0.0,27.19203322199788,12.654955790432378,0.0,0.0,0.0,11.835812092322788,6.923737199690624,0.0,0.0,0.75,0,0,0,0,4,2.6793000000000005,0,0,0,0,0,0,0,4.9643
*CC1(*)CCCCC1,2.3658119010911727,3.060660171779821,3.060660171779821,0.0,0.0,0.0,0.0,44.94575136048206,0.0,0.0,0.0,0.0,0.0,12.841643245852016,0.0,0.0,1.0,0,0,0,0,1,2.626100000000001,0,0,0,0,0,0,0,6.3291
*CC(*)c1ccccc1C(=O)OC,3.086417370807435,3.5907702751760286,3.5907702751760286,-1.31,9.53140013787187,5.969305287951849,0.0,13.344558822616634,35.392371257240434,0.0,13.079102829229384,4.736862953800049,0.0,6.923737199690624,11.480597127739983,7.897167422524566,0.3,0,2,1,2,3,2.0312,0,0,1,0,0,0,0,5.0713
*CC(*)c1ccccc1Cl,2.9338523057637267,2.713255930752916,3.091220403762143,-0.49,0.0,11.600939890232516,0.0,13.344558822616634,34.85155307928476,0.0,0.0,0.0,0.0,11.946370513431953,0.0,8.329034706475182,0.25,0,0,1,0,2,2.898000000000001,0,0,0,0,0,0,0,2.4139
*CC(*)c1cccc(C)c1,2.8633946769605,3.018290630104594,3.018290630104594,-0.78,0.0,0.0,0.0,20.268296022307258,35.392371257240434,0.0,0.0,0.0,6.923737199690624,6.923737199690624,0.0,9.082908163265303,0.3333333333333333,0,0,1,0,2,2.553020000000001,0,0,0,0,0,0,0,5.185
*CC(*)c1ccc(CCCCCC)cc1,2.3888742541104726,5.578950801884416,5.578950801884416,-0.78,0.0,0.0,0.0,52.372404136937305,35.392371257240434,0.0,0.0,6.4208216229260096,0.0,6.923737199690624,0.0,9.584126511715798,0.5714285714285714,0,0,1,0,7,4.367400000000004,0,0,0,0,0,0,2,4.9872
*CC(*)c1ccc(CCCCCCCCCCCCCCCC)cc1,1.8738040858410048,10.578950801884416,10.578950801884416,-0.78,0.0,0.0,0.0,116.58062036619744,35.392371257240434,0.0,0.0,6.4208216229260096,0.0,6.923737199690624,0.0,9.723607309275382,0.75,0,0,1,0,17,8.268400000000005,0,0,0,0,0,0,12,5.0097
*CC(*)c1ccc(C(O)CCN2CCOCC2)cc1,1.8329251083063,6.499446512150572,6.499446512150572,-0.9000000000000001,9.843390348640757,0.0,4.899909730850478,25.869346833290944,35.392371257240434,0.0,42.85447027245474,4.736862953800049,0.0,6.923737199690624,2.3796199154848146,8.798748425296044,0.6,1,3,1,3,6,2.0003,0,0,0,0,0,0,0,3.8601
*CC(*)c1ccc(C(=O)CCN2CCCCC2)cc1,1.8508997404339784,6.774651463980313,6.774651463980313,-1.15,4.794537184071822,5.783244946364939,4.899909730850478,39.02784531432067,35.392371257240434,0.0,30.317423894953144,0.0,0.0,6.923737199690624,14.683112451388066,8.567390400604687,0.5625,0,2,1,2,6,3.303300000000002,0,0,0,1,0,0,0,2.7084
*CC(*)c1ccc(C(=O)OCC(C)C)cc1,2.6377073765892654,5.0281628840063854,5.0281628840063854,-1.31,9.53140013787187,5.969305287951849,0.0,27.19203322199788,35.392371257240434,0.0,12.576187252464766,4.736862953800049,5.917906046161393,6.923737199690624,11.705565239984884,8.071284958427816,0.4615384615384615,0,2,1,2,5,3.057400000000001,0,0,1,0,0,0,0,4.9663
*CC(*)c1ccc(C(=O)OCCCCCC)cc1,2.401213710153345,6.172320836349818,6.172320836349818,-1.31,9.53140013787187,5.969305287951849,0.0,45.95158251401129,35.392371257240434,0.0,12.576187252464766,4.736862953800049,0.0,6.923737199690624,11.833809366339128,8.141572499370119,0.5333333333333333,0,2,1,2,8,3.981700000000002,0,0,1,0,0,0,3,4.7078
*CC(*)c1ccc(C(=O)Cc2ccccc2)cc1,2.0770288208641308,5.590205159046032,5.590205159046032,-1.89,4.794537184071822,5.783244946364939,0.0,19.765380445542643,71.28765809124549,0.0,5.783244946364939,6.4208216229260096,0.0,6.923737199690624,12.192744945200303,18.35822089699129,0.1875,0,1,2,1,5,3.6700000000000026,0,0,0,1,0,0,0,3.6382
*CC(*)c1ccc(C(=O)c2ccccc2)cc1,2.224833402918589,5.133098377859485,5.133098377859485,-1.89,4.794537184071822,5.783244946364939,0.0,13.344558822616634,71.28765809124549,0.0,5.783244946364939,0.0,0.0,6.923737199690624,12.22496338813303,17.81444978629142,0.1333333333333333,0,1,2,1,4,3.475600000000002,0,0,0,1,0,0,0,3.5289
*CC(*)c1ccc(F)cc1,2.8057445316140472,2.7072728666092085,2.7072728666092085,-0.8500000000000001,4.39041504767482,0.0,0.0,13.344558822616634,35.646140606589334,0.0,0.0,0.0,5.817220841045895,6.923737199690624,0.0,7.072685185185185,0.25,0,0,1,0,2,2.3837,0,0,0,0,0,0,0,2.0489
*CC(*)c1ccc(C)cc1C,3.0070443202889274,3.4349572967712616,3.4349572967712616,-0.78,0.0,0.0,0.0,27.19203322199788,34.88945568047582,0.0,0.0,0.0,13.847474399381248,6.923737199690624,0.0,6.969027777777777,0.4,0,0,1,0,2,2.8614400000000018,0,0,0,0,0,0,0,4.8585
*CC(*)c1cc(C)ccc1C,3.043701829546161,3.434957296771261,3.434957296771261,-0.78,0.0,0.0,0.0,27.19203322199788,34.88945568047582,0.0,0.0,0.0,13.847474399381248,6.923737199690624,0.0,6.928324829931972,0.4,0,0,1,0,2,2.8614400000000018,0,0,0,0,0,0,0,4.9137
*CC(*)c1cc(Cl)ccc1Cl,3.043701829546161,2.812921769780488,3.568850715798943,-0.2,0.0,23.20187978046503,0.0,13.344558822616634,33.80781932456448,0.0,0.0,0.0,0.0,16.969003827173278,0.0,5.828787792894936,0.25,0,0,1,0,2,3.551400000000001,0,0,0,0,0,0,0,2.6378
*CC(*)c1cc(C)ccc1F,3.043701829546161,3.1239395332758746,3.1239395332758746,-0.8500000000000001,4.39041504767482,0.0,0.0,20.268296022307258,35.14322502982472,0.0,0.0,0.0,12.74095804073652,6.923737199690624,0.0,5.511658163265306,0.3333333333333333,0,0,1,0,2,2.692120000000001,0,0,0,0,0,0,0,4.5949
*CC(*)c1cc(Br)ccc1OCCCC,2.8041123826372107,4.823845594289167,5.616843863846519,-0.5,4.736862953800049,15.929943897949348,0.0,33.10993926815928,28.23527221291424,4.736862953800049,6.606881964512918,0.0,0.0,6.923737199690624,0.0,6.513941326530613,0.5,0,1,1,1,6,4.186000000000003,0,0,0,0,0,0,1,4.5078
*CC(*)c1cc(Br)ccc1OCC,3.018349536922918,3.823845594289167,4.616843863846519,-0.5,4.736862953800049,15.929943897949348,0.0,20.268296022307258,28.23527221291424,4.736862953800049,6.606881964512918,0.0,0.0,6.923737199690624,0.0,6.431866496598639,0.4,0,1,1,1,4,3.405800000000002,0,0,0,0,0,0,0,4.458
*CC(*)c1cc(Br)ccc1OC(C)C,3.024423030131325,4.218466477282574,5.011464746839927,-0.5,4.736862953800049,15.929943897949348,0.0,33.29599960974618,28.23527221291424,4.736862953800049,6.103966387748303,0.0,0.0,6.923737199690624,0.0,6.455616496598639,0.4545454545454545,0,1,1,1,4,3.7943000000000016,0,0,0,0,0,0,0,4.6199
*CC(*)c1ccc(C)c(C)c1,2.962539757428968,3.4349572967712616,3.4349572967712616,-0.78,0.0,0.0,0.0,27.19203322199788,34.88945568047582,0.0,0.0,0.0,13.847474399381248,6.923737199690624,0.0,7.047407407407407,0.4,0,0,1,0,2,2.861440000000001,0,0,0,0,0,0,0,4.4861
*CC(*)c1ccc(Cl)c(C)c1,2.962539757428968,3.123939533275875,3.5019040062851023,-0.49,0.0,11.600939890232516,0.0,20.268296022307258,34.34863750252015,0.0,0.0,0.0,6.923737199690624,11.946370513431953,0.0,6.548950617283952,0.3333333333333333,0,0,1,0,2,3.2064200000000014,0,0,0,0,0,0,0,4.762
*CC(*)c1ccc(Cl)c(Cl)c1,2.962539757428968,2.8129217697804885,3.568850715798943,-0.2,0.0,23.20187978046503,0.0,13.344558822616634,33.807819324564484,0.0,0.0,0.0,0.0,16.969003827173278,0.0,6.097993827160494,0.25,0,0,1,0,2,3.551400000000001,0,0,0,0,0,0,0,2.3069
*C(F)(F)C(*)(F)c1ccccc1,3.0842959757292783,2.9776303120368004,2.9776303120368004,-0.99,13.17124514302446,0.0,0.0,12.597120140369483,35.89528683400505,0.0,6.425444744859191,6.1716753955102925,0.0,0.0,0.0,7.847084278155707,0.25,0,0,1,0,2,2.5003,0,0,0,0,0,0,0,5.6014
*CC(*)c1ccc(C(=O)CCN2CCOCC2)cc1,1.8508997404339784,6.352001733169939,6.352001733169939,-1.19,9.53140013787187,5.783244946364939,4.899909730850478,19.765380445542643,35.392371257240434,0.0,43.531187823978975,4.736862953800049,0.0,6.923737199690624,14.526862451388066,8.478007684555305,0.5333333333333333,0,3,1,3,6,2.1496000000000004,0,0,0,1,0,0,0,3.2629
*CC(*)c1ccc2ccccc2c1,2.5091019831311505,4.012307565960888,4.012307565960888,-1.2999999999999998,0.0,10.772448428929591,0.0,13.344558822616634,48.02802097092827,0.0,0.0,0.0,0.0,6.923737199690624,0.0,15.728289792768958,0.1666666666666666,0,0,2,0,2,3.397800000000002,0,0,0,0,0,0,0,3.6351
*CC(*)c1ccncc1,2.746978188530898,2.457338140409292,2.457338140409292,-0.8500000000000001,0.0,0.0,4.9839785209472085,13.344558822616634,30.08987277184637,0.0,4.9839785209472085,0.0,0.0,6.923737199690624,4.010260770975057,4.360092592592593,0.2857142857142857,0,1,0,1,2,1.6396,0,0,0,0,0,0,0,2.5368
*CC(*)c1cccc(C)n1,2.8633946769605,2.888153956414927,2.888153956414927,-0.8500000000000001,0.0,0.0,4.9839785209472085,20.268296022307258,29.58695719508175,0.0,4.9839785209472085,0.0,6.923737199690624,6.923737199690624,4.546435185185185,6.423695200302344,0.375,0,1,0,1,2,1.94802,0,0,0,0,0,0,0,5.0497
*CC(*)c1ccc(C)nc1,2.8057445316140472,2.8780878496735887,2.8780878496735887,-0.85,0.0,0.0,4.9839785209472085,20.268296022307258,29.586957195081755,0.0,4.9839785209472085,0.0,6.923737199690624,6.923737199690624,4.315925925925926,4.4043981481481485,0.375,0,1,0,1,2,1.94802,0,0,0,0,0,0,0,4.8601
*CC(*)n1cc2ccccc2n1,2.492523963348769,3.464278271492604,3.464278271492604,-1.31,0.0,10.902924932081056,9.780484743446223,13.4684936056032,30.46231184545952,0.0,9.780484743446223,0.0,0.0,6.923737199690624,0.0,8.387364890400605,0.2222222222222222,0,2,1,2,2,2.0518,0,0,0,0,0,0,0,3.7572
*CC(CC(*)(C#N)C(=O)OC)c1ccccc1,2.92789729243992,4.909512087316477,4.909512087316477,-1.82,9.53140013787187,5.969305287951849,0.0,25.180370914939417,35.89528683400505,0.0,13.079102829229384,9.53140013787187,11.33111286753076,12.841643245852016,11.78571271101033,12.460476662887377,0.3846153846153846,0,3,1,3,5,2.5324800000000005,0,0,1,0,0,0,0,5.5884
*CC(*)O,2.5395388613593908,0.6664471802110241,0.6664471802110241,-0.04,5.106527394840706,0.0,0.0,13.530619164203545,0.0,0.0,11.713409359353625,0.0,0.0,6.923737199690624,0.0,0.0,1.0,1,1,0,1,1,-0.1783,0,0,0,0,0,0,0,6.3648
*CC(*)C#N,3.044841612243345,0.9205302228086548,0.9205302228086548,-0.51,0.0,0.0,0.0,13.344558822616634,0.0,0.0,0.0,0.0,11.33111286753076,13.344558822616634,0.0,2.2881944444444446,0.6666666666666666,0,1,0,1,1,0.81538,0,0,0,0,0,0,0,7.7741
*CC(*)(C)C#N,3.655790926219941,1.327160188343253,1.327160188343253,-0.51,0.0,0.0,0.0,19.76538044554264,0.0,0.0,0.0,0.0,11.33111286753076,12.841643245852016,0.0,2.364583333333333,0.75,0,1,0,1,1,1.20548,0,0,0,0,0,0,0,7.6319
*CC(*)n1c2ccccc2c2ccccc21,2.4988207845356736,5.018361314090235,5.018361314090235,-1.7599999999999998,0.0,21.80584986416212,4.567099647791355,13.4684936056032,48.53093654769288,0.0,4.567099647791355,0.0,0.0,6.923737199690624,0.0,17.777070105820105,0.1428571428571428,0,1,2,1,2,3.8100000000000014,0,0,0,0,0,0,0,4.0449
*CC(*)OC,2.7541847860376616,1.052198841323242,1.052198841323242,-0.04,4.736862953800049,0.0,0.0,13.530619164203545,0.0,0.0,13.716679505790452,4.736862953800049,0.0,6.923737199690624,0.0,0.0,1.0,0,1,0,1,2,0.4758,0,0,0,0,0,0,0,5.5335
*CC(*)OCCCCC,2.8861627976234385,3.13973246664074,3.13973246664074,-0.04,4.736862953800049,0.0,0.0,39.71682123267219,0.0,0.0,13.213763929025836,4.736862953800049,0.0,6.923737199690624,0.0,0.0,1.0,0,1,0,1,6,2.0362,0,0,0,0,0,0,2,5.9056
*CC(*)OC(C)=O,3.236426783100137,1.552198841323242,1.552198841323242,-0.53,9.53140013787187,5.969305287951849,0.0,20.454356363894167,0.0,0.0,12.576187252464766,9.53140013787187,0.0,6.923737199690624,10.258611111111112,0.0,0.75,0,2,0,2,2,0.3924999999999999,0,0,1,0,0,0,0,6.8523
*CC(*)OC(=O)CC,3.3430002458353805,2.112859013103063,2.112859013103063,-0.53,9.53140013787187,5.969305287951849,0.0,26.875177986820177,0.0,0.0,12.576187252464766,9.53140013787187,0.0,6.923737199690624,10.626666666666669,0.0,0.8,0,2,0,2,3,0.7826,0,0,1,0,0,0,0,6.5454
*CC(*)OC=O,2.9804413212987453,1.1153550716504106,1.1153550716504106,-0.53,9.53140013787187,6.472220864716464,0.0,13.530619164203545,0.0,0.0,13.07910282922938,9.53140013787187,0.0,6.923737199690624,9.619722222222222,0.0,0.6666666666666666,0,2,0,2,3,0.0023999999999999,0,0,0,0,0,0,0,6.9603
*CC(*)OCc1ccccc1,2.3334321626276697,3.196862678570425,3.196862678570425,-0.8200000000000001,4.736862953800049,0.0,0.0,20.137501128716465,35.89528683400505,0.0,6.606881964512918,11.343744918312968,0.0,6.923737199690624,0.0,10.46240165973797,0.3333333333333333,0,1,1,1,4,2.0462,0,0,0,0,0,0,0,5.0639
*CC(*)OC(=O)C(F)(F)F,3.883902436643611,1.869145550837083,1.869145550837083,-0.7400000000000002,22.702645280896327,5.969305287951849,0.0,19.706917681647017,0.0,0.0,18.75248576990824,9.53140013787187,0.0,6.923737199690624,10.154444444444444,0.0,0.75,0,2,0,2,2,0.9349,0,0,1,0,0,0,0,6.7842
*C=CC(C*)OC,3.359764297278622,1.718865507989909,1.718865507989909,-0.3,4.736862953800049,0.0,0.0,13.027703587438928,12.654955790432378,0.0,13.213763929025836,4.736862953800049,0.0,6.923737199690624,0.0,0.0,0.6,0,1,0,1,3,1.032,0,0,0,0,0,0,0,5.0501
*C=CCC(C)(CC*)C(=O)OC,4.406786328581374,3.51518498591147,3.51518498591147,-0.79,9.53140013787187,5.969305287951849,0.0,26.689117645233267,12.654955790432378,0.0,13.079102829229384,9.53140013787187,5.41499046939678,6.923737199690624,11.521615646258503,0.0,0.6666666666666666,0,2,0,2,5,1.9765,0,0,1,0,0,0,0,5.4945
*CC(*)CCc1ccc(C)cc1,2.411261457917634,3.991417176566919,3.991417176566919,-0.78,0.0,0.0,0.0,33.10993926815928,35.392371257240434,0.0,0.0,6.4208216229260096,6.923737199690624,13.344558822616634,0.0,9.064587112622828,0.4545454545454545,0,0,1,0,4,3.2330200000000016,0,0,0,0,0,0,0,5.1686
*CC(*)OCCCCCCCCCCCC,2.938073708605537,6.639732466640739,6.639732466640739,-0.04,4.736862953800049,0.0,0.0,84.66257259315428,0.0,0.0,13.213763929025836,4.736862953800049,0.0,6.923737199690624,0.0,0.0,1.0,0,1,0,1,13,4.766900000000004,0,0,0,0,0,0,9,5.4919
*C(C)C(*)OC,3.1442082073698243,1.5546341533823382,1.5546341533823382,-0.04,4.736862953800049,0.0,0.0,19.951440787129552,0.0,0.0,13.716679505790452,4.736862953800049,0.0,6.4208216229260096,0.0,0.0,1.0,0,1,0,1,2,0.8659,0,0,0,0,0,0,0,5.326
*C1CC(*)(C#N)C1,2.442641806224556,1.9972101598642524,1.9972101598642524,-0.51,0.0,0.0,0.0,25.18037091493942,0.0,0.0,0.0,0.0,11.33111286753076,12.338727669087405,0.0,2.4593055555555554,0.8,0,1,0,1,0,1.34958,0,0,0,0,0,0,0,6.8104
*C(C)C(*)O,2.993497243478473,1.1688824922701204,1.1688824922701204,-0.04,5.106527394840706,0.0,0.0,19.951440787129552,0.0,0.0,11.713409359353625,0.0,0.0,6.4208216229260096,0.0,0.0,1.0,1,1,0,1,1,0.2118,0,0,0,0,0,0,0,6.0639
*CC(*)C(=O)C(C)(C)C,4.0893605702763045,2.651047570290608,2.651047570290608,-0.33,4.794537184071822,5.783244946364939,0.0,34.11577042168851,0.0,0.0,5.783244946364939,4.794537184071822,5.41499046939678,13.344558822616634,11.498101851851851,0.0,0.8571428571428571,0,1,0,1,2,1.907,0,0,0,1,0,0,0,5.3334
*CC(*)C(=O)c1ccccc1O,2.951386305010772,3.202004637230213,3.202004637230213,-1.31,9.901064578912528,5.783244946364939,0.0,13.344558822616634,29.82891976554344,0.0,10.889772341205646,0.0,0.0,13.344558822616634,11.739027777777778,6.864368386243386,0.2222222222222222,1,2,1,2,3,1.8803,0,0,0,1,0,0,0,1.7298
*C(*)O,2.3237900077244498,0.2581988897471611,0.2581988897471611,-0.04,5.106527394840706,0.0,0.0,7.109797541277533,0.0,0.0,12.21632493611824,0.0,0.0,0.0,0.0,0.0,1.0,1,1,0,1,0,-0.6391,0,0,0,0,0,0,0,6.4482
*CC(*)SCC,2.831819966070785,1.6397324666407394,2.6884872566213964,0.35,0.0,11.761884949391115,0.0,19.60032800612804,0.0,0.0,11.505707213493578,0.0,0.0,6.923737199690624,0.0,0.0,1.0,0,0,0,1,3,1.5825,0,0,0,0,0,0,0,4.9086
*C(F)(F)C(*)(F)OC(F)(F)C(F)(F)F,4.89399409859884,2.4201061825007715,2.4201061825007715,-0.6000000000000001,39.86018333519861,0.0,0.0,25.06806850908136,0.0,0.0,25.06806850908136,4.736862953800049,0.0,0.0,0.0,0.0,1.0,0,1,0,1,3,2.4728,0,0,0,0,0,0,0,8.7447
*C(OC(F)(F)F)C(*)(F)F,3.986683495990278,1.6734127227453286,1.6734127227453286,-0.39,26.68893819217415,0.0,0.0,19.39468556840249,0.0,0.0,19.39468556840249,4.736862953800049,0.0,0.0,0.0,0.0,1.0,0,1,0,1,2,1.5403,0,0,0,0,0,0,0,8.5308
*C(F)C(*)(F)OC(F)(F)F,4.131128181158132,1.671070261313123,1.671070261313123,-0.39,26.68893819217415,0.0,0.0,19.39468556840249,0.0,0.0,19.39468556840249,4.736862953800049,0.0,0.0,0.0,0.0,1.0,0,1,0,1,2,1.5403,0,0,0,0,0,0,0,8.1265
*C(F)(F)C(*)(F)OC(F)(F)F,4.443936877285596,1.7921417094915448,1.7921417094915448,-0.46,31.07935323984897,0.0,0.0,19.145539340986776,0.0,0.0,19.145539340986776,4.736862953800049,0.0,0.0,0.0,0.0,1.0,0,1,0,1,2,1.8375,0,0,0,0,0,0,0,8.2947
*CC(*)SC,2.7541847860376616,1.052198841323242,2.3400999430419995,0.35,0.0,11.761884949391115,0.0,12.676590806437414,0.0,0.0,12.008622790258194,0.0,0.0,6.923737199690624,0.0,0.0,1.0,0,0,0,1,2,1.1924,0,0,0,0,0,0,0,5.023
*CC(*)(F)C(C)=O,3.9084966379068447,1.496659772329819,1.496659772329819,-0.4,9.184952231746642,5.783244946364939,0.0,20.01914979489154,0.0,0.0,11.954920341875232,4.794537184071822,0.0,6.923737199690624,10.424027777777775,0.0,0.75,0,1,0,1,2,0.7581,0,0,0,1,0,0,0,4.643
*CC(*)C(=O)c1ccc(Br)c(OC)c1,3.005012846217162,3.690436114203601,4.483434383760954,-0.8300000000000002,9.53140013787187,21.71318884431429,0.0,13.344558822616634,28.23527221291424,4.736862953800049,12.893042487642472,0.0,0.0,13.344558822616634,11.98678476946334,5.62235260770975,0.3,0,2,1,2,4,2.945800000000001,0,0,0,1,0,0,0,3.8338
*CC(*)C(=O)c1ccc(CC)cc1,2.8118805107353584,4.033074947116348,4.033074947116348,-1.11,4.794537184071822,5.783244946364939,0.0,26.689117645233267,35.392371257240434,0.0,5.783244946364939,6.4208216229260096,0.0,13.344558822616634,11.877823601662888,8.1822052154195,0.3636363636363636,0,1,1,1,4,2.7371000000000008,0,0,0,1,0,0,0,4.27
*CC(*)OC(=O)c1ccc(OC(C)=O)cc1,2.6668291131721915,4.235938482064955,4.235938482064955,-1.84,19.06280027574374,11.9386105759037,0.0,20.454356363894167,29.82891976554344,4.736862953800049,18.545492540416618,9.53140013787187,0.0,6.923737199690624,22.40293688794771,6.441438964474679,0.2727272727272727,0,4,1,4,4,1.6117,0,0,2,0,0,0,0,4.6237
*CC(*)OC(=O)c1cccc(Br)c1,2.696748113025455,3.3125482828737742,4.105546552431126,-0.8300000000000002,9.53140013787187,21.8992491859012,0.0,13.530619164203545,34.30163928137585,0.0,12.576187252464766,4.736862953800049,0.0,6.923737199690624,11.590925925925928,7.352344970395565,0.2222222222222222,0,2,1,2,3,2.448900000000001,0,0,1,0,0,0,0,4.2289
*CC(*)OC(=O)c1cccc(Cl)c1,2.696748113025455,3.3125482828737742,3.6905127558830015,-1.02,9.53140013787187,17.570245178184365,0.0,13.530619164203545,34.85155307928476,0.0,12.576187252464766,4.736862953800049,0.0,11.946370513431953,11.553117283950616,6.910361945704208,0.2222222222222222,0,2,1,2,3,2.3398000000000003,0,0,1,0,0,0,0,1.7974
