smiles,MinAbsEStateIndex,BalabanJ,Chi1n,Chi3v,HallKierAlpha,PEOE_VSA14,SMR_VSA3,SMR_VSA5,SMR_VSA7,SlogP_VSA10,SlogP_VSA11,SlogP_VSA2,SlogP_VSA3,VSA_EState9,FractionCSP3,fr_C_S,fr_benzene,value
*CCCCCOCO*,0.1051161344167296,2.6476048489438337,2.866025403784439,0.8720084679281461,-0.08,49.42941668772215,0.0,26.186202068468653,0.0,0.0,0.0,13.399824270612744,9.843390348640757,0.0,1.0,0,0,1.6043
*CCOC(=O)NCCOCCOCCNC(=O)O*,0.3086281244358215,3.130180123606886,5.466979035088339,1.6366393037132516,-1.54,104.77390780835437,10.633577208012662,6.923737199690624,0.0,9.589074368143644,0.0,58.31040277626656,19.31711625624085,0.0,0.8,0,0,1.6526
*c1ccc(-c2nc3cc4nc(*)oc4cc3o2)cc1,0.0186794463219426,1.912951970395641,5.436991515352813,2.7560371003289346,-2.62,101.31408502626284,9.967957041894415,0.0,36.39820241076966,0.0,0.0,9.967957041894415,0.0,0.0,0.0,0,2,2.3284
*Sc1ccc(*)cc1,0.4362962962962963,2.881555877646136,2.02549135027785,0.9598151365902804,-0.43,47.85610796583882,0.0,4.895483475517775,24.26546827384644,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1.9808
*CCOC(=O)CCCCC(=O)O*,0.1085874643067099,3.2674643165825263,3.8122784967090864,1.2748513913879471,-1.06,70.58498094859569,0.0,32.60702369139466,0.0,0.0,0.0,18.545492540416618,19.432464716784395,0.0,0.75,0,0,1.6581
*CCOC(=O)CCCCCCC(=O)O*,0.0464300767240879,3.201364976875434,4.812278496709086,1.7748513913879471,-1.06,83.42662419444773,0.0,45.448666937246685,0.0,0.0,0.0,18.545492540416618,19.432464716784395,0.0,0.8,0,0,1.6577
*CCOC(=O)c1ccc(C(=O)O*)cc1,0.2941312128361188,2.706325568943869,3.926538920568458,1.5894611216143304,-1.84,80.29406571413207,0.0,6.923737199690624,35.392371257240434,0.0,0.0,18.545492540416618,9.843390348640757,0.0,0.2,0,1,1.8075
*CCCCOC(=O)c1ccc(C(=O)O*)cc1,0.3005896834680199,2.511191897655054,4.926538920568457,1.9837986889117365,-1.84,93.13570895998411,0.0,19.765380445542643,35.392371257240434,0.0,0.0,18.545492540416618,9.843390348640757,0.0,0.3333333333333333,0,1,1.7603
*CC(=O)O*,0.0648148148148151,2.9881608821342693,0.7618016810571369,0.0,-0.53,22.794107066555,0.0,6.923737199690624,0.0,0.0,0.0,5.969305287951849,9.901064578912528,0.0,0.5,0,0,1.6701
*CCCCCC(=O)O*,0.0445776643990933,2.9617756061821483,2.761801681057136,0.8809008405285682,-0.53,48.47739355825903,0.0,32.60702369139466,0.0,0.0,0.0,5.969305287951849,9.901064578912528,0.0,0.8333333333333334,0,0,1.6432
*CCC(=O)O*,0.0509259259259262,3.002590528674132,1.2618016810571366,0.2041241452319314,-0.53,29.21492868948101,0.0,13.344558822616634,0.0,0.0,0.0,5.969305287951849,9.901064578912528,0.0,0.6666666666666666,0,0,1.6631
*Oc1ccc(CC(*)=O)cc1,0.0172874149659865,2.709147824373649,2.936722276696329,1.1996447988905226,-1.31,58.18647832379543,0.0,6.4208216229260096,29.82891976554344,0.0,5.749511833283905,6.286160523129555,11.21535880699783,0.0,0.125,0,1,1.7375
*Cc1ccc(C(=O)O*)cc1,0.1484315948601657,2.843524062030637,2.8331688861030555,1.1896380335841157,-1.31,58.18647832379543,0.0,6.923737199690624,35.392371257240434,0.0,0.0,5.969305287951849,12.03026459453133,0.0,0.125,0,1,1.8426
*CCC(=O)N*,0.1246759259259259,3.002590528674132,1.307677535825205,0.2270620726159657,-0.53,29.779943213202145,5.733667477162185,13.344558822616634,0.0,0.0,0.0,5.907179729351506,4.794537184071822,0.0,0.6666666666666666,0,0,1.7036
*CCCCCCC(=O)N*,0.0865976158982111,2.9549874302986416,3.3076775358252046,1.1538387679126023,-0.53,55.46322970490618,5.733667477162185,39.02784531432067,0.0,0.0,0.0,5.907179729351506,4.794537184071822,0.0,0.8571428571428571,0,0,1.6565
*CC(=O)N*,0.1446759259259259,2.9881608821342693,0.8076775358252053,0.0,-0.53,23.359121590276136,5.733667477162185,6.923737199690624,0.0,0.0,0.0,5.907179729351506,4.794537184071822,0.0,0.5,0,0,1.7337
*Nc1cccc(C(*)=O)c1,0.1685185185185185,3.0058892189147386,2.5254913502778504,0.9804222102882484,-1.31,52.33067122459055,0.0,0.0,29.82891976554344,5.687386274683562,0.0,6.286160523129555,0.0,0.0,0.0,0,1,1.9618
*Cc1ccc(C(=O)N*)cc1,0.0227142384731671,2.843524062030637,2.879044740871124,1.2161244706837644,-1.31,58.751492847516566,5.733667477162185,6.923737199690624,35.392371257240434,0.0,0.0,5.907179729351506,6.923737199690624,0.0,0.125,0,1,1.8171
*CCCCCOC(=O)Nc1ccc(C)c(NC(=O)O*)c1,0.4404991817841124,2.491395918965853,6.343205587235125,2.5981955649294863,-2.24,117.10666854579506,0.0,33.10993926815928,23.762552697081823,20.963846917510768,0.0,18.793362106389747,9.843390348640757,0.0,0.4285714285714285,0,1,1.7297
*CCCCCCN1C(=O)c2ccc(C(=O)c3ccc4c(c3)C(=O)N(*)C4=O)cc2C1=O,0.2436626826656589,1.5436899499958234,9.707343426601582,5.310262406557256,-3.61,172.53203957724577,10.216698334856808,32.60702369139466,69.77891136095164,0.0,0.0,46.173418604540345,0.0,0.0,0.2608695652173913,0,2,1.8137
*OC(=O)c1ccc(C(*)=O)cc1,0.2484174225245656,2.9340419411151166,2.9337396407417136,1.2384535700530246,-1.64,62.34343883130618,0.0,0.0,35.392371257240434,0.0,0.0,12.255465811081404,5.106527394840706,0.0,0.0,0,1,1.869
*CCCCCOC(=O)O*,0.2884023841017888,2.9549874302986416,2.901047570290608,0.8642507701111299,-0.73,53.5863771952329,0.0,26.186202068468653,0.0,4.794537184071822,0.0,12.762247594051676,9.843390348640757,0.0,0.8333333333333334,0,0,1.6374
*Oc1ccc(OC(*)=O)cc1,0.0536649659863943,2.709147824373649,2.637863785973645,0.9832501699667509,-1.5100000000000002,56.87464033784328,0.0,0.0,24.26546827384644,4.794537184071822,11.49902366656781,6.472220864716464,0.0,0.0,0.0,0,1,1.7876
*CCCN*,0.5181944444444444,2.3390923149762908,1.3535533905932735,0.1767766952966368,-0.04,25.622982705691395,5.733667477162185,13.344558822616634,0.0,0.0,0.0,6.544756405912575,0.0,0.0,1.0,0,0,1.6776
*Oc1ccc(C(=O)c2ccc(*)cc2)cc1,0.0830498866213158,2.268204423334219,4.550982700555701,2.0969271840644508,-2.0899999999999994,87.15802795810987,0.0,0.0,59.65783953108687,0.0,5.749511833283905,5.783244946364939,0.0,0.0,0.0,0,2,1.9173
*c1ccc(*)cc1,0.4594444444444444,3.0324555320336755,1.8213672050459184,0.5515668461264174,-0.78,36.39820241076966,0.0,0.0,24.26546827384644,0.0,0.0,0.0,0.0,0.0,0.0,0,1,2.0982
*CCc1ccc(-c2ccc(*)cc2)cc1,0.3514969153154579,2.238556210452561,4.746287800685112,2.2941777539098296,-1.5599999999999996,84.63221691386212,0.0,13.344558822616634,54.09438803938988,0.0,0.0,0.0,6.4208216229260096,0.0,0.1428571428571428,0,2,1.872
*OC1C(CO)OC(*)C(O)C1O,0.149537037037037,2.686091484209442,3.2813139504949045,1.6256742665476047,-0.2,62.79260201318191,0.0,31.02274751550613,0.0,0.0,0.0,52.94921166454116,9.843390348640757,0.0,1.0,0,0,1.6879
*Cc1ccc(CO*)cc1,0.1208042800453513,2.664537066654608,2.817149120827279,1.1896380335841157,-0.8200000000000001,54.029517816284674,0.0,13.530619164203545,35.392371257240434,0.0,0.0,0.0,18.637146559044247,0.0,0.25,0,1,1.7774
*CCOCCOC(=O)O*,0.3243981481481484,2.9549874302986416,2.478397839480233,0.59192167074187,-0.77,52.27453920928076,0.0,6.923737199690624,0.0,4.794537184071822,0.0,25.97601152307751,14.580253302440804,0.0,0.8,0,0,1.6326
*CCC(O*)(C(F)(F)F)C(F)(F)F,0.0190277777777778,5.208377949667092,2.691570954852886,1.26788231518466,-0.46,62.7472243493769,0.0,31.298206668487268,0.0,26.34249028604892,0.0,17.953647845870638,5.106527394840706,0.0,1.0,0,0,1.5724
*Oc1ccc(-c2ccc(C(*)=O)cc2)cc1,0.0459823680007664,2.2938665692343942,4.550982700555701,2.1904009192718807,-2.09,87.15802795810987,0.0,0.0,54.09438803938988,0.0,5.749511833283905,6.286160523129555,0.0,0.0,0.0,0,2,1.9035
*Nc1ccc(*)cc1,0.3274074074074073,2.881555877646136,2.0713672050459184,0.7182335127930841,-0.98,41.752889094153794,0.0,0.0,24.26546827384644,5.687386274683562,0.0,0.0,0.0,0.0,0.0,0,1,2.124
*c1cccc(*)n1,0.3558333333333333,3.077660437970554,1.6912305313562506,0.4706207331034419,-0.8500000000000001,35.57676686955819,4.9839785209472085,0.0,18.19910120538483,0.0,0.0,4.9839785209472085,0.0,0.0,0.0,0,0,1.9952
*CC(CC(CC(CC(*)c1ccccc1)c1ccccc1)c1ccccc1)c1ccccc1,0.2126672405009346,1.6247455096935708,11.655172981718133,6.388645902935892,-3.1199999999999983,193.94188916589903,0.0,50.36074182987885,143.58114733602022,0.0,0.0,0.0,0.0,0.0,0.25,0,4,1.6244
*c1ccc2oc(-c3ccc4nc(*)oc4c3)nc2c1,0.0104492485061569,1.903109728238475,5.436991515352814,2.760519920408656,-2.62,101.31408502626282,9.967957041894415,0.0,36.39820241076966,0.0,0.0,9.967957041894415,0.0,0.0,0.0,0,2,2.116
*Cc1ccc(C*)cc1,0.5672033257747544,2.7972512629697874,2.528473986232466,1.0229713669174492,-0.78,49.23984565662168,0.0,13.847474399381248,35.392371257240434,0.0,0.0,0.0,13.847474399381248,0.0,0.25,0,1,1.9676
*CCCOC(=O)CCCCCCCCOC(=O)CCCOC(=O)CCCCCCCCOC(*)=O,0.0140835170505437,3.355753816996534,12.848353872014524,5.170189559482608,-2.12,169.42416261479428,0.0,116.07770478943284,0.0,4.794537184071822,0.0,50.80766458662368,33.33106336741566,0.0,0.8461538461538461,0,0,1.6306
*CC(CC(CC(*)c1ccccn1)c1ccccn1)c1ccccn1,0.1698494583018392,1.815127381006223,8.218709322379613,4.0804053196374985,-2.55,143.24356803917215,14.951935562841626,38.02201416079144,90.26961831553912,0.0,0.0,14.951935562841626,0.0,0.0,0.2857142857142857,0,0,1.7108
*Oc1ccc(-c2ccc(-c3ccc(*)s3)s2)s1,0.0026371159370797,1.933629767577347,4.660919824192399,5.297925641797731,-1.1,105.4669465199739,0.0,0.0,36.39820241076966,0.0,5.0632075352882095,0.0,0.0,0.0,0.0,0,0,2.2729
*C(=S)Oc1ccc(-c2ccc(*)s2)s1,0.0351355557655161,2.2334160860502,3.50023622166944,3.476976584064968,-0.71,89.64488435682253,0.0,0.0,24.26546827384644,0.0,5.0632075352882095,5.553543237103148,0.0,0.0,0.0,1,0,2.2317
*Oc1ccc(C(=S)c2ccc(*)s2)s1,0.0160917684975223,2.276791863299917,3.5461120764375083,3.91024147077806,-0.71,89.32557287951167,0.0,0.0,34.01976266124904,0.0,5.0632075352882095,4.864567318751625,0.0,0.0,0.0,1,0,2.0575
*C(=S)OC(=S)c1ccc(*)s1,0.0006802721088434,2.716322890255734,2.3854284739145486,2.118294753351251,-0.32,73.5035107163603,0.0,0.0,17.00988133062452,0.0,0.0,10.604170897441684,4.736862953800049,0.0,0.0,2,0,2.2971
*Oc1ccc(Oc2ccc(*)s2)s1,0.0125959257159653,2.102852645102257,3.25023622166944,2.6372453042106296,-1.0,77.35211575468722,0.0,0.0,24.26546827384644,0.0,15.189622605864628,0.0,0.0,0.0,0.0,0,0,1.867
*OC(=S)Oc1ccc(*)s1,0.13359693877551,2.5725016835725403,2.1354284739145486,1.3887686278999931,-0.6100000000000001,61.21074211422497,0.0,0.0,12.13273413692322,0.0,5.0632075352882095,5.236688001925443,5.106527394840706,0.0,0.0,1,0,1.9459
*c1ccc(-c2ccc(-c3ccc(-c4ccc(*)s4)s3)s2)cc1,0.3131502453585231,1.6419110975860638,6.528162884006386,6.579764272364057,-1.6799999999999993,136.06964561755134,0.0,0.0,60.6636706846161,0.0,0.0,0.0,0.0,0.0,0.0,0,1,2.9445
*Oc1ccc(-c2ccc(-c3ccc(*)cc3)s2)s1,0.0116882331700152,1.9221115935676476,5.163355136251496,4.642931031276396,-1.5799999999999996,107.6355033749538,0.0,0.0,48.53093654769288,0.0,5.0632075352882095,0.0,0.0,0.0,0.0,0,1,2.1712
*c1ccc(-c2ccc(-c3ccc(-c4ccc(*)s4)cc3)s2)cc1,0.3073743632689547,1.6117237982135977,7.030598196065482,5.56334321958544,-2.1599999999999997,138.2382024725312,0.0,0.0,72.79640482153933,0.0,0.0,0.0,0.0,0.0,0.0,0,2,2.033
*C(=S)c1ccc(-c2ccc(-c3ccc(*)cc3)s2)cc1,0.1355877828960647,1.9045869153723525,5.915790448310592,4.315115096271024,-1.7699999999999996,122.096828832069,0.0,0.0,66.2271221763131,0.0,0.0,5.36748289551624,0.0,0.0,0.0,1,2,2.3194
*Oc1ccc(-c2ccc(-c3ccc(*)cc3)s2)cc1,0.0264492541409722,1.9054977594361533,5.665790448310592,3.9309778024990383,-2.06,109.80406022993368,0.0,0.0,60.6636706846161,0.0,5.749511833283905,0.0,0.0,0.0,0.0,0,2,2.1267
*c1ccc(-c2ccc(C(=S)c3ccc(*)s3)s2)cc1,0.293358063126281,1.9004614026509123,5.413355136251495,5.192080101344387,-1.2899999999999996,119.92827197708914,0.0,0.0,58.28523093509548,0.0,0.0,4.864567318751625,0.0,0.0,0.0,1,1,2.8943
*c1ccc(-c2ccc(Oc3ccc(*)s3)s2)cc1,0.2940988038670217,1.8091044533290097,5.117479281483426,3.91908393477696,-1.5799999999999996,107.95481485226466,0.0,0.0,48.53093654769288,0.0,10.12641507057642,0.0,0.0,0.0,0.0,0,1,2.1868
*C(=S)Oc1ccc(-c2ccc(*)cc2)s1,0.0217494960947343,2.241169311999731,4.002671533728536,2.8219819735436324,-1.1899999999999995,91.81344121180244,0.0,0.0,36.39820241076966,0.0,5.0632075352882095,5.553543237103148,0.0,0.0,0.0,1,1,2.1962
*Oc1ccc(-c2ccc(-c3ccc(*)cc3)cc2)s1,0.0201686261490345,1.8875486952644676,5.665790448310592,3.7312899212378383,-2.059999999999999,109.80406022993368,0.0,0.0,60.6636706846161,0.0,5.0632075352882095,0.0,0.0,0.0,0.0,0,2,2.1534
*c1ccc(-c2ccc(-c3ccc(-c4ccc(*)s4)cc3)cc2)cc1,0.3015399670104512,1.5827738736289825,7.533033508124578,4.7564820522869455,-2.639999999999999,140.4067593275111,0.0,0.0,84.92913895846256,0.0,0.0,0.0,0.0,0.0,0.0,0,3,2.2986
*C(=S)c1ccc(-c2ccc(-c3ccc(*)cc3)cc2)cc1,0.1285967667432033,1.872001422146861,6.418225760369688,3.5082539289725263,-2.249999999999999,124.2653856870489,0.0,0.0,78.35985631323634,0.0,0.0,5.36748289551624,0.0,0.0,0.0,1,3,2.0777
*Oc1ccc(-c2ccc(-c3ccc(*)cc3)cc2)cc1,0.0334402702938336,1.8726978379111328,6.168225760369688,3.1241166352005405,-2.539999999999999,111.97261708491357,0.0,0.0,72.79640482153933,0.0,5.749511833283905,0.0,0.0,0.0,0.0,0,3,1.9034
*OC(=S)c1ccc(-c2ccc(*)cc2)cc1,0.1171860717044699,2.28940133813224,4.550982700555701,2.407871546377199,-1.6699999999999997,93.66268658947143,0.0,0.0,54.09438803938988,0.0,0.0,5.050627660338535,5.106527394840706,0.0,0.0,1,2,2.0445
*C(=S)c1ccc(C(=S)c2ccc(*)cc2)s1,0.1325592088687327,2.301131634516727,4.298547388496605,3.862927652754725,-0.9000000000000001,103.78689833662688,0.0,0.0,51.71594828986925,0.0,0.0,10.232050214267865,0.0,0.0,0.0,2,1,2.4956
*Oc1ccc(C(=S)c2ccc(*)cc2)s1,0.0294778281683041,2.2762854936030408,4.048547388496605,3.2677658969447823,-1.1899999999999995,91.49412973449157,0.0,0.0,46.83880109616796,0.0,5.0632075352882095,4.864567318751625,0.0,0.0,0.0,1,1,2.0044
*C(=S)c1ccc(C(=S)c2ccc(*)cc2)cc1,0.1235546690362705,2.284394871094497,4.800982700555701,2.9524689986274693,-1.38,105.95545519160676,0.0,0.0,65.22129102278387,0.0,0.0,10.232050214267865,0.0,0.0,0.0,2,2,1.8941
*Oc1ccc(C(=S)c2ccc(*)cc2)cc1,0.0384823680007664,2.268204423334219,4.550982700555701,2.568331704855483,-1.6699999999999997,93.66268658947143,0.0,0.0,59.65783953108687,0.0,5.749511833283905,4.864567318751625,0.0,0.0,0.0,1,2,2.0867
*C(=S)OC(=S)c1ccc(*)cc1,0.0225292894935751,2.776706823371711,2.887863785973645,1.490669069892099,-0.8,75.67206757134018,0.0,0.0,29.82891976554344,0.0,0.0,10.604170897441684,4.736862953800049,0.0,0.0,2,1,2.1589
*Oc1ccc(Oc2ccc(*)cc2)s1,0.0259819853867471,2.1084339600840583,3.752671533728536,2.2206440827894327,-1.4799999999999998,79.52067260966709,0.0,0.0,36.39820241076966,0.0,15.875926903860323,0.0,0.0,0.0,0.0,0,1,1.8525
*c1ccc(OC(=S)c2ccc(*)s2)cc1,0.279064310909549,2.1031673189661504,4.002671533728536,2.798795493163381,-1.19,91.81344121180244,0.0,0.0,41.27534960447096,0.0,5.749511833283905,5.050627660338535,0.0,0.0,0.0,1,1,2.2131
*OC(=S)Oc1ccc(*)cc1,0.1554459561602417,2.6449316670687724,2.637863785973645,0.9721674064787964,-1.09,63.37929896920485,0.0,0.0,24.26546827384644,0.0,5.749511833283905,5.236688001925443,5.106527394840706,0.0,0.0,1,1,1.8793
*Cc1ccc(-c2ccc(-c3ccc(*)s3)s2)s1,0.3600074553339344,1.933629767577347,4.810349069553741,5.439241741197621,-0.8999999999999997,107.0980959832369,0.0,6.923737199690624,41.27534960447096,0.0,0.0,0.0,6.923737199690624,0.0,0.0769230769230769,0,0,2.0574
*Cc1ccc(-c2ccc(C(*)=S)s2)s1,0.1935649722852103,2.3233777830440703,3.69554132179885,4.097570255919898,-0.51,90.95672234277468,0.0,6.923737199690624,34.01976266124904,0.0,0.0,5.36748289551624,6.923737199690624,0.0,0.1,1,0,2.1956
*Cc1ccc(-c2ccc(O*)s2)s1,0.0315279352481732,2.2919551642465743,3.44554132179885,3.5024085001099565,-0.8,78.66395374063936,0.0,6.923737199690624,29.14261546754774,0.0,5.0632075352882095,0.0,6.923737199690624,0.0,0.1111111111111111,0,0,1.9533
*Cc1ccc(-c2ccc(-c3ccc(*)s3)cc2)s1,0.3481976346298135,1.8980389987950737,5.312784381612837,4.422820688419002,-1.3799999999999997,109.2666528382168,0.0,6.923737199690624,53.40808374139418,0.0,0.0,0.0,6.923737199690624,0.0,0.0666666666666666,0,1,1.9468
*Cc1ccc(-c2ccc(C(*)=S)cc2)s1,0.1716170372469975,2.303615435117306,4.197976633857946,3.174592565104584,-0.99,93.12527919775457,0.0,6.923737199690624,46.83880109616796,0.0,0.0,5.36748289551624,6.923737199690624,0.0,0.0833333333333333,1,1,2.0986
*Cc1ccc(-c2ccc(O*)cc2)s1,0.0095800002099604,2.2828348805536858,3.9479766338579463,2.790455271332598,-1.28,80.83251059561923,0.0,6.923737199690624,41.27534960447096,0.0,5.749511833283905,0.0,6.923737199690624,0.0,0.0909090909090909,0,1,1.9368
*Cc1ccc(Cc2ccc(*)s2)s1,0.4173149722852103,2.102852645102257,3.698523957753466,3.330479319336695,-0.6000000000000001,80.29510320390236,0.0,13.344558822616634,38.89690985495034,0.0,0.0,0.0,13.344558822616634,0.0,0.2,0,0,1.8382
*Cc1ccc(CC(*)=S)s1,0.3099811035525321,2.6495075543905027,2.583716209998575,2.0489247511863904,-0.21,64.15372956344012,0.0,13.344558822616634,21.88702852432582,0.0,0.0,5.36748289551624,13.344558822616634,0.0,0.2857142857142857,1,0,1.8463
*Cc1ccc(C(=O)c2ccc(*)s2)s1,0.2324074074074074,2.276791863299917,3.69554132179885,3.315855309782434,-0.9300000000000002,84.4520637114131,0.0,6.923737199690624,38.89690985495034,0.0,0.0,5.783244946364939,6.923737199690624,0.0,0.1,0,0,2.0215
*Cc1ccc(C(=O)C(*)=S)s1,0.0835374149659864,2.8897596494816566,2.580733574043959,2.1031995043870992,-0.5400000000000001,68.31069007095087,0.0,6.923737199690624,21.88702852432582,0.0,0.0,11.150727841881178,6.923737199690624,0.0,0.1428571428571428,1,0,1.9676
*Cc1ccc(C(=O)O*)s1,0.1021296296296294,2.799121632357869,2.330733574043959,1.7837700679893775,-0.8300000000000001,56.01792146881555,0.0,6.923737199690624,21.88702852432582,0.0,0.0,5.969305287951849,12.03026459453133,0.0,0.1666666666666666,0,0,1.8582
*Cc1ccc(C(=S)c2ccc(*)s2)s1,0.3365742315444696,2.276791863299917,3.69554132179885,4.05155757017795,-0.5100000000000001,90.95672234277468,0.0,6.923737199690624,38.89690985495034,0.0,0.0,4.864567318751625,6.923737199690624,0.0,0.1,1,0,2.0063
*Cc1ccc(C(=S)O*)s1,0.0372411186696901,2.799121632357869,2.330733574043959,2.151621198187136,-0.4100000000000001,62.52258010017711,0.0,6.923737199690624,21.88702852432582,0.0,0.0,5.050627660338535,12.03026459453133,0.0,0.1666666666666666,1,0,2.0221
*Cc1ccc(Nc2ccc(*)s2)s1,0.3773149722852104,2.102852645102257,3.491417176566918,2.948004179584676,-0.7999999999999998,79.43893975095583,0.0,6.923737199690624,29.14261546754774,10.002163953375732,0.0,0.0,6.923737199690624,0.0,0.1111111111111111,0,0,1.8772
*Cc1ccc(NC(*)=S)s1,0.1988699924414211,2.6495075543905027,2.3766094288120274,1.7942739392882203,-0.41,63.297566110493584,0.0,6.923737199690624,17.00988133062452,5.001081976687867,0.0,5.491417678502805,6.923737199690624,0.0,0.1666666666666666,1,0,1.9817
*Cc1ccc(NO*)s1,0.036832955404384,2.5918163053361463,2.1266094288120274,1.5998445028904986,-0.54,50.95883600783624,0.0,6.923737199690624,17.00988133062452,5.001081976687867,0.0,0.0,12.130990224467917,0.0,0.2,0,0,1.8806
*Cc1ccc(Oc2ccc(*)s2)s1,0.3373149722852103,2.102852645102257,3.3996654670307818,2.7785614036105204,-0.7999999999999998,78.98326521795022,0.0,6.923737199690624,29.14261546754774,0.0,10.12641507057642,0.0,6.923737199690624,0.0,0.1111111111111111,0,0,1.8388
*Cc1ccc(OC(*)=S)s1,0.0877588813303099,2.6495075543905027,2.2848577192758905,1.6814594423771938,-0.41,62.84189157748798,0.0,6.923737199690624,17.00988133062452,0.0,5.0632075352882095,5.553543237103148,6.923737199690624,0.0,0.1666666666666666,1,0,1.9478
*Cc1ccc(-c2ccc(-c3ccc(*)s3)s2)cc1,0.349766876141335,1.914902758589856,5.312784381612837,4.685591909927934,-1.3799999999999994,109.2666528382168,0.0,6.923737199690624,54.09438803938988,0.0,0.0,0.0,6.923737199690624,0.0,0.0666666666666666,0,1,1.9768
*Cc1ccc(-c2ccc(-c3ccc(*)cc3)s2)cc1,0.3251217054668464,1.9054977594361533,5.815219693671934,4.030597299406599,-1.8599999999999997,111.4352096931967,0.0,6.923737199690624,66.2271221763131,0.0,0.0,0.0,6.923737199690624,0.0,0.0588235294117647,0,2,1.9726
*Cc1ccc(-c2ccc(C(*)=S)s2)cc1,0.177897665238935,2.3115864006790567,4.197976633857946,3.343920424650212,-0.99,93.12527919775457,0.0,6.923737199690624,46.83880109616796,0.0,0.0,5.36748289551624,6.923737199690624,0.0,0.0833333333333333,1,1,2.0798
*Cc1ccc(-c2ccc(-c3ccc(*)s3)cc2)cc1,0.3396601597374435,1.8816231251221465,5.815219693671933,3.773950799889377,-1.8599999999999997,111.4352096931967,0.0,6.923737199690624,66.2271221763131,0.0,0.0,0.0,6.923737199690624,0.0,0.0588235294117647,0,2,2.0164
*Cc1ccc(-c2ccc(-c3ccc(*)cc3)cc2)cc1,0.3170488719613207,1.8726978379111328,6.31765500573103,3.223736132108101,-2.339999999999999,113.60376654817658,0.0,6.923737199690624,78.35985631323634,0.0,0.0,0.0,6.923737199690624,0.0,0.0526315789473684,0,3,1.8915
*Cc1ccc(-c2ccc(C(*)=S)cc2)cc1,0.1590987461712569,2.2938665692343942,4.700411945917043,2.525722676574958,-1.4699999999999998,95.29383605273443,0.0,6.923737199690624,59.65783953108687,0.0,0.0,5.36748289551624,6.923737199690624,0.0,0.0714285714285714,1,2,2.0502
*Cc1ccc(-c2ccc(O*)cc2)cc1,0.00293829086578,2.275124195489887,4.450411945917043,2.141585382802972,-1.7599999999999998,83.00106745059912,0.0,6.923737199690624,54.09438803938988,0.0,5.749511833283905,0.0,6.923737199690624,0.0,0.0769230769230769,0,2,1.8665
*Cc1ccc(Cc2ccc(*)s2)cc1,0.401647665238935,2.105655381485372,4.200959269812563,2.725156431245794,-1.08,82.46366005888224,0.0,13.344558822616634,52.40225258786495,0.0,0.0,0.0,13.344558822616634,0.0,0.1666666666666666,0,1,1.8173
