smiles,SlogP_VSA10,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA7,VSA_EState1,VSA_EState10,VSA_EState8,FractionCSP3,NOCount,NumAliphaticHeterocycles,NumAliphaticRings,NumHDonors,NumRotatableBonds,NumSaturatedHeterocycles,NumSaturatedRings,fr_C_O_noCOO,fr_C_S,fr_imide,fr_ketone,fr_oxazole,fr_thiophene,value
*CC(=O)N*,0.0,4.794537184071822,0.0,0.0,6.923737199690624,0.4768518518518518,0.0,0.8923611111111109,0.5,2,0,0,1,1,0,0,1,0,0,0,0,0,7.2525
*Nc1cccc(C(*)=O)c1,5.687386274683562,0.0,0.0,10.357988675768818,0.0,0.0219954648526077,0.0,0.0,0.0,2,0,0,1,2,0,0,1,0,0,0,0,0,6.1179
*Cc1ccc(C(=O)N*)cc1,0.0,6.923737199690624,0.0,15.921440167465814,0.0,0.4239002267573695,0.0,1.273585364701436,0.125,2,0,0,1,2,0,0,1,0,0,0,0,0,6.8713
*CCCCCOC(=O)Nc1ccc(C)c(NC(=O)O*)c1,20.963846917510768,9.843390348640757,6.923737199690624,24.825916360475023,6.923737199690624,5.196792748719329,0.0,3.7163956065207246,0.4285714285714285,6,0,0,2,7,0,0,2,0,0,0,0,0,5.1674
*OC(=O)c1ccc(C(*)=O)cc1,0.0,5.106527394840706,0.0,20.715977351537635,0.0,-0.6267363473167045,0.0,0.0,0.0,3,0,0,0,2,0,0,2,0,0,0,0,0,7.8184
*CCCCCOC(=O)O*,4.794537184071822,9.843390348640757,0.0,19.26246486877803,6.923737199690624,5.059020455404384,0.0,2.00164879377677,0.8333333333333334,3,0,0,0,5,0,0,1,0,0,0,0,0,7.4318
*Oc1ccc(OC(*)=O)cc1,4.794537184071822,0.0,0.0,0.0,0.0,4.551637613378686,0.0,-0.0536649659863943,0.0,3,0,0,0,2,0,0,1,0,0,0,0,0,6.5915
*CCCN*,0.0,0.0,0.0,6.4208216229260096,6.923737199690624,1.2463888888888888,0.0,2.919305555555556,1.0,1,0,0,1,3,0,0,0,0,0,0,0,0,5.8246
*Oc1ccc(C(=O)c2ccc(*)cc2)cc1,0.0,0.0,0.0,15.921440167465814,0.0,0.1310366211069673,0.0,0.0,0.0,2,0,0,0,3,0,0,1,0,0,1,0,0,6.383
*c1ccc(*)cc1,0.0,0.0,0.0,0.0,0.0,0.9188888888888888,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0935
*CCc1ccc(-c2ccc(*)cc2)cc1,0.0,6.4208216229260096,0.0,5.563451491696996,6.923737199690624,0.9194960287961732,0.0,1.4704453770335806,0.1428571428571428,0,0,0,0,3,0,0,0,0,0,0,0,0,5.6867
*OC1C(CO)OC(*)C(O)C1O,0.0,9.843390348640757,0.0,0.0,0.0,4.869675925925927,0.0,-0.3592129629629632,1.0,5,1,1,3,2,1,1,0,0,0,0,0,0,6.8689
*Cc1ccc(CO*)cc1,0.0,18.637146559044247,0.0,11.126902983393991,0.0,0.6489451058201058,0.0,2.2138669217687075,0.25,1,0,0,0,3,0,0,0,0,0,0,0,0,6.5689
*CCOCCOC(=O)O*,4.794537184071822,14.580253302440804,0.0,0.0,6.923737199690624,9.896030092592593,0.0,2.884131550768456,0.8,4,0,0,0,5,0,0,1,0,0,0,0,0,7.5966
*CCC(O*)(C(F)(F)F)C(F)(F)F,26.34249028604892,5.106527394840706,0.0,6.4208216229260096,6.923737199690624,71.78979166666669,0.0,0.0190277777777778,1.0,1,0,0,0,3,0,0,0,0,0,0,0,0,8.3643
*c1ccc(*)s1,0.0,0.0,0.0,0.0,0.0,1.0509259259259258,2.0648148148148144,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.5257
*Oc1ccc(-c2ccc(C(*)=O)cc2)cc1,0.0,0.0,0.0,10.357988675768818,0.0,-0.2737829178197146,0.0,0.0,0.0,2,0,0,0,3,0,0,1,0,0,0,0,0,6.2671
*Nc1ccc(*)cc1,5.687386274683562,0.0,0.0,0.0,0.0,0.7451851851851852,0.0,0.0,0.0,1,0,0,1,1,0,0,0,0,0,0,0,0,4.9916
*c1cccc(*)n1,0.0,0.0,0.0,0.0,0.0,0.7116666666666667,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,6.0452
*CC(CC(CC(CC(*)c1ccccc1)c1ccccc1)c1ccccc1)c1ccccc1,0.0,0.0,0.0,65.6908105969762,6.923737199690624,0.5664924958268073,0.0,1.4327511162612172,0.25,0,0,0,0,11,0,0,0,0,0,0,0,0,3.5577
*c1ccc(-c2ccc(*)s2)s1,0.0,0.0,0.0,0.0,0.0,0.8277135298563869,4.006944444444444,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,2,4.5257
*c1ccc2oc(-c3ccc4nc(*)oc4c3)nc2c1,0.0,0.0,0.0,0.0,0.0,11.681526760510344,0.0,0.0,0.0,4,0,0,0,1,0,0,0,0,0,0,2,0,5.6338
*Cc1ccc(C*)cc1,0.0,13.847474399381248,0.0,11.126902983393991,0.0,1.1344066515495088,0.0,2.8265192743764174,0.25,0,0,0,0,2,0,0,0,0,0,0,0,0,6.2134
*CCCOC(=O)CCCCCCCCOC(=O)CCCOC(=O)CCCCCCCCOC(*)=O,4.794537184071822,33.33106336741566,0.0,109.1539675897422,6.923737199690624,20.69836316562232,0.0,3.1212828905609227,0.8461538461538461,8,0,0,0,25,0,0,4,0,0,0,0,0,7.4162
*CC(CC(CC(*)c1ccccn1)c1ccccn1)c1ccccn1,0.0,0.0,0.0,48.18006094564619,6.923737199690624,0.5058502386262126,0.0,1.352069712144117,0.2857142857142857,3,0,0,0,8,0,0,0,0,0,0,0,0,6.2005
*C(=S)c1ccc(-c2ccc(-c3ccc(*)s3)s2)s1,0.0,0.0,0.0,4.877147193701299,0.0,0.4995114474470534,11.075469791451932,0.0,0.0,0,0,0,0,3,0,0,0,1,0,0,0,3,5.4248
*Oc1ccc(-c2ccc(-c3ccc(*)s3)s2)s1,0.0,0.0,0.0,0.0,0.0,0.34084141377702,5.625147497270513,0.0,0.0,1,0,0,0,3,0,0,0,0,0,0,0,3,4.7769
*C(=S)Oc1ccc(-c2ccc(*)s2)s1,0.0,0.0,0.0,0.0,0.0,5.879529819643906,8.633686565675653,0.0,0.0,1,0,0,0,2,0,0,0,1,0,0,0,2,5.7571
*Oc1ccc(C(=S)c2ccc(*)s2)s1,0.0,0.0,0.0,9.7542943874026,0.0,0.2957911050222559,9.005204317838245,0.0,0.0,1,0,0,0,3,0,0,0,1,0,0,0,2,6.0778
*C(=S)OC(=S)c1ccc(*)s1,0.0,4.736862953800049,0.0,4.877147193701299,0.0,5.561130952380953,11.729644746787605,0.0,0.0,1,0,0,0,1,0,0,0,2,0,0,0,1,6.3892
*Oc1ccc(Oc2ccc(*)s2)s1,0.0,0.0,0.0,0.0,0.0,6.006509170026035,3.351893660241874,0.0,0.0,2,0,0,0,3,0,0,0,0,0,0,0,2,5.0541
*OC(=S)Oc1ccc(*)s1,0.0,5.106527394840706,0.0,0.0,0.0,5.38248866213152,6.472245842781557,0.0,0.0,2,0,0,0,1,0,0,0,1,0,0,0,1,6.1007
*c1ccc(-c2ccc(-c3ccc(-c4ccc(*)s4)s3)s2)cc1,0.0,0.0,0.0,0.0,0.0,0.6426557212644042,5.810837279739557,0.0,0.0,0,0,0,0,3,0,0,0,0,0,0,0,3,4.7302
*Oc1ccc(-c2ccc(-c3ccc(*)cc3)s2)s1,0.0,0.0,0.0,0.0,0.0,0.3080820583003123,3.6220694234483912,0.0,0.0,1,0,0,0,3,0,0,0,0,0,0,0,2,5.6406
*c1ccc(-c2ccc(-c3ccc(-c4ccc(*)s4)cc3)s2)cc1,0.0,0.0,0.0,0.0,0.0,0.6294132263691177,3.8475657449951903,0.0,0.0,0,0,0,0,3,0,0,0,0,0,0,0,2,5.1637
*C(=S)c1ccc(-c2ccc(-c3ccc(*)cc3)s2)cc1,0.0,0.0,0.0,5.563451491696996,0.0,0.4461178528921549,7.18169059872589,0.0,0.0,0,0,0,0,3,0,0,0,1,0,0,0,1,5.6674
*Oc1ccc(-c2ccc(-c3ccc(*)cc3)s2)cc1,0.0,0.0,0.0,0.0,0.0,0.286838131799247,1.8536066232048367,0.0,0.0,1,0,0,0,3,0,0,0,0,0,0,0,1,5.1678
*c1ccc(-c2ccc(C(=S)c3ccc(*)s3)s2)cc1,0.0,0.0,0.0,9.7542943874026,0.0,0.6025379811653259,9.3358914720107,0.0,0.0,0,0,0,0,3,0,0,0,1,0,0,0,2,5.7103
*c1ccc(-c2ccc(Oc3ccc(*)s3)s2)cc1,0.0,0.0,0.0,0.0,0.0,6.521749868080586,3.51460808828684,0.0,0.0,1,0,0,0,3,0,0,0,0,0,0,0,2,4.9968
*C(=S)Oc1ccc(-c2ccc(*)cc2)s1,0.0,0.0,0.0,0.0,0.0,5.853161656114848,6.695273219378558,0.0,0.0,1,0,0,0,2,0,0,0,1,0,0,0,1,5.9399
*Oc1ccc(-c2ccc(-c3ccc(*)cc3)cc2)s1,0.0,0.0,0.0,0.0,0.0,0.2922753652708421,1.738140779140959,0.0,0.0,1,0,0,0,3,0,0,0,0,0,0,0,1,5.1012
*c1ccc(-c2ccc(-c3ccc(-c4ccc(*)s4)cc3)cc2)cc1,0.0,0.0,0.0,0.0,0.0,0.6185167962658006,1.9585924241492976,0.0,0.0,0,0,0,0,3,0,0,0,0,0,0,0,1,5.1853
*C(=S)c1ccc(-c2ccc(-c3ccc(*)cc3)cc2)cc1,0.0,0.0,0.0,5.563451491696996,0.0,0.4329434467166176,5.317916203776039,0.0,0.0,0,0,0,0,3,0,0,0,1,0,0,0,0,5.6338
*Oc1ccc(-c2ccc(-c3ccc(*)cc3)cc2)cc1,0.0,0.0,0.0,0.0,0.0,0.2734045200348339,0.0,0.0,0.0,1,0,0,0,3,0,0,0,0,0,0,0,0,5.5837
*OC(=S)c1ccc(-c2ccc(*)cc2)cc1,0.0,5.106527394840706,0.0,5.563451491696996,0.0,0.1940766838313736,5.14738678702784,0.0,0.0,1,0,0,0,2,0,0,0,1,0,0,0,0,5.9851
*C(=S)c1ccc(C(=S)c2ccc(*)cc2)s1,0.0,0.0,0.0,15.317745879099594,0.0,0.4275307247299491,12.56422659239443,0.0,0.0,0,0,0,0,3,0,0,0,2,0,0,0,1,6.2119
*Oc1ccc(C(=S)c2ccc(*)cc2)s1,0.0,0.0,0.0,10.440598685398296,0.0,0.2691989218526919,7.141932397959183,0.0,0.0,1,0,0,0,3,0,0,0,1,0,0,0,1,5.8629
*C(=S)c1ccc(C(=S)c2ccc(*)cc2)cc1,0.0,0.0,0.0,16.690354475090988,0.0,0.4098171989946879,10.80646709224451,0.0,0.0,0,0,0,0,3,0,0,0,2,0,0,0,0,5.6051
*Oc1ccc(C(=S)c2ccc(*)cc2)cc1,0.0,0.0,0.0,11.126902983393991,0.0,0.2511471653246542,5.505045351473923,0.0,0.0,1,0,0,0,3,0,0,0,1,0,0,0,0,5.7685
*C(=S)OC(=S)c1ccc(*)cc1,0.0,4.736862953800049,0.0,5.563451491696996,0.0,5.54017342739565,10.001991160661795,0.0,0.0,1,0,0,0,1,0,0,0,2,0,0,0,0,6.5598
*Oc1ccc(Oc2ccc(*)cc2)s1,0.0,0.0,0.0,0.0,0.0,5.986098014823213,1.5655888605442174,0.0,0.0,2,0,0,0,3,0,0,0,0,0,0,0,1,5.9034
*c1ccc(OC(=S)c2ccc(*)s2)cc1,0.0,0.0,0.0,4.877147193701299,0.0,6.230232531284118,7.055794726841353,0.0,0.0,1,0,0,0,2,0,0,0,1,0,0,0,1,5.9615
*OC(=S)Oc1ccc(*)cc1,0.0,5.106527394840706,0.0,0.0,0.0,5.35822869425548,4.803779289493575,0.0,0.0,2,0,0,0,1,0,0,0,1,0,0,0,0,6.6287
*Cc1ccc(-c2ccc(-c3ccc(*)s3)s2)s1,0.0,6.923737199690624,0.0,4.877147193701299,0.0,0.8573703393968544,5.927616633072981,1.3902271493103924,0.0769230769230769,0,0,0,0,3,0,0,0,0,0,0,0,3,5.1385
*Cc1ccc(-c2ccc(C(*)=S)s2)s1,0.0,6.923737199690624,0.0,9.7542943874026,0.0,0.6963686276979927,9.11938266355925,1.3824735187284791,0.1,0,0,0,0,3,0,0,0,1,0,0,0,2,5.7652
*Cc1ccc(-c2ccc(O*)s2)s1,0.0,6.923737199690624,0.0,4.877147193701299,0.0,0.5383645124716552,3.728458049886621,1.380576656588561,0.1111111111111111,1,0,0,0,3,0,0,0,0,0,0,0,2,5.2494
*Cc1ccc(-c2ccc(-c3ccc(*)s3)cc2)s1,0.0,6.923737199690624,0.0,4.877147193701299,0.0,0.8356660069394556,3.9390832919485512,1.379188933544543,0.0666666666666666,0,0,0,0,3,0,0,0,0,0,0,0,2,5.2326
*Cc1ccc(-c2ccc(C(*)=S)cc2)s1,0.0,6.923737199690624,0.0,10.440598685398296,0.0,0.6637724312891159,7.212391799835432,1.372893019862266,0.0833333333333333,0,0,0,0,3,0,0,0,1,0,0,0,1,5.6896
*Cc1ccc(-c2ccc(O*)cc2)s1,0.0,6.923737199690624,0.0,4.877147193701299,0.0,0.5054406284118583,1.9367387093726376,1.3719259416729654,0.0909090909090909,1,0,0,0,3,0,0,0,0,0,0,0,1,5.4992
*Cc1ccc(Cc2ccc(*)s2)s1,0.0,13.344558822616634,0.0,14.631441581103898,0.0,0.9602746021248004,4.059376653439154,1.4231938145628622,0.2,0,0,0,0,3,0,0,0,0,0,0,0,2,5.797
*Cc1ccc(CC(*)=S)s1,0.0,13.344558822616634,0.0,9.7542943874026,0.0,0.8604960317460317,7.132643613000755,1.4104308390022675,0.2857142857142857,0,0,0,0,3,0,0,0,1,0,0,0,1,5.8858
*Cc1ccc(C(=O)c2ccc(*)s2)s1,0.0,6.923737199690624,0.0,19.42597876517572,0.0,0.6598626595700009,3.376506283068782,1.2637493701184177,0.1,1,0,0,0,3,0,0,1,0,0,1,0,2,6.3555
*Cc1ccc(C(=O)C(*)=S)s1,0.0,6.923737199690624,0.0,14.54883157147442,0.0,0.3398989040060468,6.564356575963718,1.250986394557823,0.1428571428571428,1,0,0,0,3,0,0,1,1,0,1,0,1,6.4325
*Cc1ccc(C(=O)O*)s1,0.0,12.03026459453133,0.0,14.54883157147442,0.0,0.1821135676492816,1.5935185185185183,1.244278155706727,0.1666666666666666,2,0,0,0,2,0,0,1,0,0,0,0,1,6.8862
*Cc1ccc(C(=S)c2ccc(*)s2)s1,0.0,6.923737199690624,0.0,14.631441581103898,0.0,0.8204824630469472,9.323798422146636,1.3563419627110105,0.1,0,0,0,0,3,0,0,0,1,0,0,0,2,5.9541
*Cc1ccc(C(=S)O*)s1,0.0,12.03026459453133,0.0,9.7542943874026,0.0,0.4584741118669689,6.8559495464852604,1.3368707482993196,0.1666666666666666,1,0,0,0,2,0,0,0,1,0,0,0,1,6.4155
*Cc1ccc(Nc2ccc(*)s2)s1,10.002163953375732,6.923737199690624,0.0,4.877147193701299,0.0,0.8924968243470227,3.8371544312169306,1.3831938145628622,0.1111111111111111,1,0,0,1,3,0,0,0,0,0,0,0,2,5.2507
*Cc1ccc(NC(*)=S)s1,5.001081976687867,6.923737199690624,0.0,4.877147193701299,0.0,0.721607142857143,6.9104213907785335,1.3704308390022677,0.1666666666666666,1,0,0,1,2,0,0,0,1,0,0,0,1,5.7769
*Cc1ccc(NO*)s1,5.001081976687867,12.130990224467917,0.0,4.877147193701299,0.0,0.5638218065003779,1.8238425925925923,1.3637226001511715,0.2,2,0,0,1,3,0,0,0,0,0,0,0,1,5.1816
*Cc1ccc(Oc2ccc(*)s2)s1,0.0,6.923737199690624,0.0,4.877147193701299,0.0,6.611200528050727,3.614932208994708,1.343193814562862,0.1111111111111111,1,0,0,0,3,0,0,0,0,0,0,0,2,5.8606
*Cc1ccc(OC(*)=S)s1,0.0,6.923737199690624,0.0,4.877147193701299,0.0,5.96827380952381,6.688199168556311,1.3304308390022674,0.1666666666666666,1,0,0,0,2,0,0,0,1,0,0,0,1,6.155
*Cc1ccc(-c2ccc(-c3ccc(*)s3)s2)cc1,0.0,6.923737199690624,0.0,5.563451491696996,0.0,0.8309546204590397,3.90490531365847,1.3585740903850572,0.0666666666666666,0,0,0,0,3,0,0,0,0,0,0,0,2,5.1679
*Cc1ccc(-c2ccc(-c3ccc(*)cc3)s2)cc1,0.0,6.923737199690624,0.0,5.563451491696996,0.0,0.7986724513258743,1.8944229497354492,1.3524815530337786,0.0588235294117647,0,0,0,0,3,0,0,0,0,0,0,0,1,5.3092
*Cc1ccc(-c2ccc(C(*)=S)s2)cc1,0.0,6.923737199690624,0.0,10.440598685398296,0.0,0.663772431289116,7.139117727860963,1.3522781767027798,0.0833333333333333,0,0,0,0,3,0,0,0,1,0,0,0,1,5.8475
*Cc1ccc(-c2ccc(-c3ccc(*)s3)cc2)cc1,0.0,6.923737199690624,0.0,5.563451491696996,0.0,0.8127510439830066,1.9654900292174824,1.3501103807356585,0.0588235294117647,0,0,0,0,3,0,0,0,0,0,0,0,1,5.3793
*Cc1ccc(-c2ccc(-c3ccc(*)cc3)cc2)cc1,0.0,6.923737199690624,0.0,5.563451491696996,0.0,0.7836086016674875,0.0,1.3450244026851448,0.0526315789473684,0,0,0,0,3,0,0,0,0,0,0,0,0,5.528
*Cc1ccc(-c2ccc(C(*)=S)cc2)cc1,0.0,6.923737199690624,0.0,11.126902983393991,0.0,0.6362645263186388,5.272884185252512,1.3448943781420333,0.0714285714285714,0,0,0,0,3,0,0,0,1,0,0,0,0,5.6651
*Cc1ccc(Cc2ccc(*)s2)cc1,0.0,13.344558822616634,0.0,16.00405017709529,0.0,0.9191339128243888,2.015981093054505,1.3834029090031077,0.1666666666666666,0,0,0,0,3,0,0,0,0,0,0,0,1,5.5737
*Cc1ccc(Cc2ccc(*)cc2)cc1,0.0,13.344558822616634,0.0,16.690354475090988,0.0,0.8717955164924862,0.0,1.3741490807372845,0.1428571428571428,0,0,0,0,3,0,0,0,0,0,0,0,0,6.2368
*Cc1ccc(CC(*)=S)cc1,0.0,13.344558822616634,0.0,11.126902983393991,0.0,0.8067061654908876,5.162221933526497,1.3736125283446712,0.2222222222222222,0,0,0,0,3,0,0,0,1,0,0,0,0,5.9697
*Cc1ccc(C(=O)c2ccc(*)s2)cc1,0.0,6.923737199690624,0.0,20.798587361167115,0.0,0.648649218946838,1.6745459078693203,1.266528381414294,0.0833333333333333,1,0,0,0,3,0,0,1,0,0,1,0,1,6.578
*Cc1ccc(C(=O)c2ccc(*)cc2)cc1,0.0,6.923737199690624,0.0,21.48489165916281,0.0,0.647565546726802,0.0,1.2572745531484708,0.0714285714285714,1,0,0,0,3,0,0,1,0,0,1,0,0,6.6326
*Cc1ccc(C(=O)C(*)=S)cc1,0.0,6.923737199690624,0.0,15.921440167465814,0.0,0.3160362864281515,4.935370081674645,1.256738000755858,0.1111111111111111,1,0,0,0,3,0,0,1,1,0,1,0,0,6.2998
*Cc1ccc(C(=S)c2ccc(*)s2)cc1,0.0,6.923737199690624,0.0,16.00405017709529,0.0,0.7933251448727638,7.416587669018224,1.3345555922986478,0.0833333333333333,0,0,0,0,3,0,0,0,1,0,0,0,1,5.8109
*Cc1ccc(C(=S)c2ccc(*)cc2)cc1,0.0,6.923737199690624,0.0,16.690354475090988,0.0,0.7676760909444892,5.545861678004536,1.3253017640328246,0.0714285714285714,0,0,0,0,3,0,0,0,1,0,0,0,0,5.6687
*Cc1ccc(C(=S)O*)cc1,0.0,12.03026459453133,0.0,11.126902983393991,0.0,0.4186918934240363,5.057180650037793,1.3212044123204838,0.125,1,0,0,0,2,0,0,0,1,0,0,0,0,6.2737
*Cc1ccc(Nc2ccc(*)s2)cc1,10.688468251371429,6.923737199690624,0.0,5.563451491696996,0.0,0.858725749559083,1.9048699819433943,1.3556251312253296,0.0909090909090909,1,0,0,1,3,0,0,0,0,0,0,0,1,5.4067
*Cc1ccc(Nc2ccc(*)cc2)cc1,11.374772549367124,6.923737199690624,0.0,5.563451491696996,0.0,0.8236095754494022,0.0,1.3463713029595064,0.0769230769230769,1,0,0,1,3,0,0,0,0,0,0,0,0,5.3392
*Cc1ccc(NC(*)=S)cc1,5.687386274683562,6.923737199690624,0.0,5.563451491696996,0.0,0.6751868911144705,5.051110822415385,1.3458347505668935,0.125,1,0,0,1,2,0,0,0,1,0,0,0,0,5.8355
*Cc1ccc(NO*)cc1,5.687386274683562,12.130990224467917,0.0,5.563451491696996,0.0,0.5174258314436886,0.0,1.3422739512471655,0.1428571428571428,2,0,0,1,3,0,0,0,0,0,0,0,0,5.6115
*Cc1ccc(Oc2ccc(*)s2)cc1,0.0,6.923737199690624,0.0,5.563451491696996,0.0,6.575912068531116,1.7937588708322834,1.327847353447552,0.0909090909090909,1,0,0,0,3,0,0,0,0,0,0,0,1,5.631
*Cc1ccc(OC(*)=S)cc1,0.0,6.923737199690624,0.0,5.563451491696996,0.0,5.920336173049466,4.939999711304274,1.3180569727891156,0.125,1,0,0,0,2,0,0,0,1,0,0,0,0,6.2998
*CCc1ccc(-c2ccc(*)s2)s1,0.0,6.4208216229260096,0.0,4.877147193701299,6.923737199690624,0.995192166372722,4.011490221088435,1.5018512219702695,0.2,0,0,0,0,3,0,0,0,0,0,0,0,2,5.1709
*CCc1ccc(C(*)=S)s1,0.0,6.4208216229260096,0.0,9.7542943874026,6.923737199690624,0.8604960317460316,7.123523242630385,1.489088246409675,0.2857142857142857,0,0,0,0,3,0,0,0,1,0,0,0,1,5.9475
*CCc1ccc(O*)s1,0.0,6.4208216229260096,0.0,4.877147193701299,6.923737199690624,0.7027106953892669,1.8377314814814811,1.482380007558579,0.3333333333333333,1,0,0,0,3,0,0,0,0,0,0,0,1,5.5608
*CCc1ccc(-c2ccc(*)s2)cc1,0.0,6.4208216229260096,0.0,5.563451491696996,6.923737199690624,0.95973460989334,1.9835028239690933,1.4796992052994038,0.1666666666666666,0,0,0,0,3,0,0,0,0,0,0,0,1,5.4079
